ID,ra,dec,redshift,u,g,r,i,z,type,v_pec
1237661949737435260,230.81360360787536,8.663171886993291,0.030754866,-16.730684,-19.229553,-18.42775,-19.611788,-19.938435,-2.0155110359191895,-940.8768843320822
1237661949737500933,230.83385851588181,8.61803210156324,0.035760254,-18.233383,-20.72641,-19.946325,-21.11666,-21.379902,-1.9866806268692017,510.35867830206064
1237662198821749125,230.6524201712506,8.57988680562617,0.033481833,-17.376617,-19.721308,-18.966576,-20.12018,-20.440731,-2.335630416870117,-150.23458277029593
1237661949737435486,230.70466350831282,8.646028316401555,0.032718934,-16.515413,-18.285837,-17.572363,-18.575817,-18.80995,-1.7904630899429321,-371.4254593812662
1237661949737369950,230.66622390303206,8.607423463640986,0.033815555,-16.03162,-18.201761,-17.509623,-18.536835,-18.764389,-2.2168021202087402,-53.477001852815846
1237661949737435408,230.81262141621727,8.573769186326397,0.03461187,-18.432796,-20.817408,-20.105833,-21.173578,-21.4132,-2.1870579719543457,177.4023319888396
1237661949737435358,230.76497094523125,8.643169225389407,0.038425047,-18.0174,-19.442064,-18.973833,-19.670025,-19.852276,1.550392746925354,1282.9745811368707
1237661949737435262,230.7690481492249,8.612245331126463,0.03697989,-18.982222,-21.427156,-20.58967,-21.767773,-22.28317,-1.3370851278305054,863.9734503574658
1237662198821749146,230.6634187127185,8.540763728682947,0.03660972,-16.90902,-19.246166,-18.515059,-19.59092,-19.85079,-2.0888547897338867,756.6483302628228
1237662198821749185,230.68427983217356,8.503725157888006,0.033585776,-16.33114,-18.841063,-18.106342,-19.191568,-19.460733,-2.196765899658203,-120.09790243964547
1237662198821814606,230.76074425860227,8.56131362766401,0.03154602,-16.282831,-18.629904,-17.901905,-18.999697,-19.279057,-0.10496604442596436,-711.4939033683177
1237661949737435269,230.78960777589893,8.595826862649641,0.03212321,-15.783193,-18.076107,-17.341482,-18.450474,-18.724546,-1.9724024534225464,-544.1465060443143
1237662198821814552,230.73747548722685,8.573042727952034,0.03305124,-16.407993,-18.637938,-17.918736,-18.9946,-19.233624,-0.9462538957595825,-275.0784259691296
1237661949737435241,230.73534947217027,8.6502465287248,0.033411343,-17.53733,-20.095541,-19.30168,-20.468634,-20.77295,-2.267463207244873,-170.67207828714294
1237661949737435552,230.7463258167174,8.664605804831277,0.032083184,-15.979272,-18.444155,-17.749563,-18.785643,-19.042261,-2.026193141937256,-555.7514315026389
1237662198821814493,230.70505709060248,8.560535620137875,0.035008535,-17.23079,-19.740465,-18.985058,-20.110907,-20.402002,-2.229030132293701,292.4092714013824
1237662198821814567,230.74544719874248,8.541624474293851,0.033590455,-16.889542,-19.27727,-18.52744,-19.649994,-19.89958,-2.4883933067321777,-118.74129807699347
1237661949737435261,230.80832903856592,8.645438295668685,0.03511115,-18.369255,-20.720379,-19.944187,-21.115803,-21.403978,-2.387148857116699,322.16091847843273
1237661949737435582,230.77904889896791,8.676481231694131,0.033789273,-17.147835,-19.858843,-19.06313,-20.232893,-20.522797,-2.066854476928711,-61.097065084106625
1237662198821814287,230.70052487163392,8.529995964432677,0.0364524,-17.54797,-19.336866,-18.797894,-19.519882,-19.766811,3.812803268432617,711.0358065756287
1237661949737435275,230.7847772305871,8.639262739478479,0.0353591,-15.807626,-18.146309,-17.447935,-18.454435,-18.648157,-2.2010812759399414,394.0502221158593
1237661949200367847,230.18402453533616,8.392433209196106,0.031489994,-15.864285,-17.213907,-16.808598,-17.37361,-17.477238,3.252474784851074,-727.7377836893121
1237662198821748939,230.56026302292258,8.543436410165825,0.031993642,-15.400661,-17.407831,-16.701946,-17.726158,-17.883587,0.8914497494697571,-581.7127625222088
1237662264323080494,229.48957831230453,7.7600861067772735,0.03248115,-16.225351,-17.741398,-17.27813,-17.976458,-18.104197,2.78629732131958,-440.3672870728245
1237661949200629914,230.75664548428892,8.188915733537817,0.03271749,-16.001741,-17.411701,-16.78406,-17.804298,-18.07432,1.7361680269241333,-371.84412505762106
1237662199895359566,230.43151876456002,9.319587988404939,0.032905456,-16.239742,-17.59954,-17.190517,-17.672812,-17.845922,4.4787187576293945,-317.34626320034124
1237661950274568545,231.45211743368677,8.979833234400346,0.033161152,-16.252033,-17.957855,-17.300032,-18.254135,-18.496428,-2.231506824493408,-243.21112554002414
1237661949737304283,230.42955639849214,8.714007281662711,0.033310246,-15.177024,-17.581223,-16.835836,-17.85791,-18.018206,-0.16203415393829346,-199.98360452159787
1237662199895556398,230.83337089658536,9.317726412753935,0.033313252,-15.967065,-17.597713,-17.019167,-17.906698,-18.084711,3.785646915435791,-199.11206087677397
1237662264860279090,230.23888866449238,7.9542870762791855,0.033314425,-15.163447,-17.62539,-16.946308,-17.913,-18.210035,1.1693395376205444,-198.77196749840448
1237662199895556516,230.97025448286303,9.390243684147917,0.033549983,-16.364443,-17.709312,-17.30495,-17.8548,-18.022154,3.216897964477539,-130.47553440211524
1237661949200105962,229.70173209669855,8.514461547992974,0.033564538,-16.086258,-17.707943,-17.197563,-17.933758,-18.03215,4.888676643371582,-126.255535150481
1237662263786340682,229.68117731851274,7.335587556887724,0.033684693,-16.508156,-17.500477,-16.847874,-17.748928,-18.29939,2.034860372543335,-91.41843380522846
1237661949201285277,232.2658454126024,7.998735832388501,0.033689428,-16.521307,-17.741404,-17.379744,-17.856058,-17.986639,4.857607364654541,-90.04559310055764
1237662199895687495,231.26375613821787,9.302968136713007,0.033745777,-15.46798,-17.448444,-16.785473,-17.78595,-17.995611,-0.08839130401611328,-73.70806387827412
1237661950274109684,230.36241165374696,9.08289453764606,0.033759203,-15.732777,-17.749453,-17.039345,-18.051155,-18.214771,-0.9154411554336548,-69.81540087913567
1237661949737894221,231.79984327950643,8.62390984105874,0.033912506,-15.227166,-17.453953,-16.780968,-17.713947,-18.042051,0.11202478408813477,-25.36754479714907
1237661949736714749,229.06309823980314,8.882425000723392,0.03392248,-16.550352,-18.003998,-17.598728,-18.17366,-18.54963,5.893064022064209,-22.47573630963381
1237662264860213581,230.13779955944477,8.051011038723113,0.0340349,-16.007147,-17.524326,-16.913546,-17.787378,-18.183395,2.2134346961975098,10.118720294196548
1237662237486285102,230.71109539421877,6.952667095933982,0.03411508,-15.895175,-17.567106,-17.28134,-17.556938,-17.950842,5.2322869300842285,33.36568284974755
1237662264860410082,230.52126537676753,8.050051331616666,0.040973537,-16.145584,-18.307722,-17.629517,-18.626965,-18.921711,-1.9673429727554321,2021.8702110096174
1237662264860672242,231.0861836999035,7.8475708023593045,0.03437,-15.8705435,-17.626852,-17.094835,-17.905094,-18.031977,1.4626624584197998,107.27583119922495
1237662238022762832,229.89647963498092,7.494487829705355,0.034460537,-16.783312,-17.905529,-17.352575,-18.145397,-18.844181,2.6436359882354736,133.52564722431828
1237662238023352700,231.2614151773546,7.1822575830492195,0.034541987,-15.525826,-17.522789,-17.017588,-17.643953,-17.974676,2.337808609008789,157.140826822095
1237662264860541143,230.82038029784724,8.000751414449503,0.0346001,-16.740417,-17.851221,-17.325903,-18.076235,-18.149632,2.8890035152435303,173.98980081798817
1237662263786996394,231.27620389895526,7.097758518307878,0.03461014,-16.920614,-18.011457,-17.59199,-18.075264,-18.663652,4.7415900230407715,176.9007449943119
1237662197747745131,229.93280305577704,7.7543588262909795,0.034628183,-16.45273,-18.255842,-17.561518,-18.43218,-18.574203,2.9968059062957764,182.1320364060089
1237661949736780063,229.25232362660887,8.829631486162766,0.03464891,-16.185116,-17.441168,-17.087242,-17.529705,-17.568306,-9999.0,188.14151249591748
1237662264860344743,230.3759501375402,8.012213360001157,0.03466421,-16.282394,-18.100576,-17.524519,-18.321396,-18.436615,1.0190000534057617,192.5775130833458
1237662199895490844,230.6721664261496,9.362128619672376,0.03471565,-16.512579,-17.806227,-17.362698,-18.023844,-18.222055,4.318452835083008,207.49175296682733
1237662264323211583,229.81838977905284,7.650850326151537,0.034722473,-16.051275,-17.52093,-16.945429,-17.728134,-18.139484,1.775105595588684,209.4699772810757
1237661949737435281,230.73537412060446,8.594765815948303,0.035008963,-15.335041,-17.874975,-17.16711,-18.168512,-18.38381,-2.2006454467773438,292.5333634439578
1237661949200433461,230.40349777860865,8.273379477236233,0.035266213,-16.008284,-17.706148,-17.01708,-17.954868,-18.14322,1.7887306213378906,367.1190595953119
1237661949200171460,229.8404806875715,8.403519206888282,0.035268363,-16.701118,-17.93667,-17.485365,-17.976349,-18.380632,1.8534077405929565,367.74241915498294
1237662635835064822,231.85175896267924,9.476292572214644,0.03538206,-16.598248,-17.63973,-17.28313,-17.79324,-18.185432,4.542954921722412,400.7071223437904
1237661949737369879,230.6012446436237,8.630156272916382,0.035390217,-16.060417,-17.85589,-17.184683,-18.188383,-18.35489,-1.382809042930603,403.07211951971544
1237661949200826768,231.3749231232294,8.226886712747316,0.03632347,-16.246174,-17.862118,-17.349201,-18.194832,-18.36912,4.259837627410889,673.6545284228804
1237661949737500998,230.8611759294594,8.658127529789407,0.037675615,-15.367787,-17.65357,-16.886013,-17.932783,-18.233309,-2.0800514221191406,1065.6882548468764
1237661949200498927,230.53383649668152,8.275187331491264,0.039371483,-15.887764,-17.817057,-17.171696,-18.137768,-18.313164,0.17041438817977905,1557.379198912198
