wavelength flux
3801.3875297062887 2.786121176151307e-15
3805.422037327922 6.406979095318737e-15
3809.456544949556 7.611007404527401e-15
3813.49105257119 7.102955683794881e-15
3817.5255601928234 7.5963720810983e-15
3821.5600678144574 1.0305635367327555e-14
3825.594575436091 1.1932520488783605e-14
3829.6290830577245 8.172854397427088e-15
3833.663590679358 1.0044954311424394e-14
3837.6980983009917 5.578107193095153e-15
3841.7326059226257 5.675994213146208e-15
3845.7671135442592 6.534859850193136e-15
3849.8016211658933 8.50060266254761e-15
3853.836128787527 7.68660517442236e-15
3857.8706364091604 6.78202738235963e-15
3861.905144030794 9.159366324553645e-15
3865.9396516524275 1.1794590757854866e-14
3869.9741592740615 1.066591872129216e-14
3874.008666895695 1.0547424519238506e-14
3878.043174517329 1.1212234045626963e-14
3882.0776821389627 1.000055509372332e-14
3886.1121897605963 8.34452436945842e-15
3890.14669738223 1.0414850489806e-14
3894.1812050038634 8.125249952524744e-15
3898.2157126254974 1.0101822787524895e-14
3902.2502202471314 1.4537522016096456e-14
3906.284727868765 1.2874247760306676e-14
3910.3192354903986 1.3766275162122479e-14
3914.353743112032 1.5141943655984887e-14
3918.3882507336657 1.2055440661168732e-14
3922.4227583552997 1.1507586811156409e-14
3926.4572659769333 1.158645736744472e-14
3930.4917735985673 1.1752770234645911e-14
3934.526281220201 1.1731010940750024e-14
3938.5607888418344 1.294944945371156e-14
3942.595296463468 1.3669872675158212e-14
3946.6298040851016 1.3602477896044475e-14
3950.6643117067356 1.279218073596123e-14
3954.698819328369 1.075053234401054e-14
3958.733326950003 1.1341642609568663e-14
3962.7678345716367 1.0447379577886794e-14
3966.8023421932703 8.819832818420472e-15
3970.836849814904 6.9480302320965605e-15
3974.8713574365374 8.963585502586104e-15
3978.9058650581715 9.83828900762593e-15
3982.940372679805 1.1677809781815568e-14
3986.974880301439 1.186562459194129e-14
3991.0093879230726 1.0203462511777573e-14
3995.043895544706 1.176430811784716e-14
3999.0784031663397 1.3490068183688281e-14
4003.1129107879733 1.1847677663431161e-14
4007.1474184096073 1.1827737603314365e-14
4011.181926031241 1.1323265992768193e-14
4015.216433652875 1.2288878393428789e-14
4019.2509412745085 1.160602076764006e-14
4023.285448896142 1.0384291937570325e-14
4027.3199565177756 1.2581257701221628e-14
4031.354464139409 1.343592253132701e-14
4035.388971761043 1.2787239551218495e-14
4039.423479382677 1.381004811979224e-14
4043.457987004311 1.2309472942258485e-14
4047.4924946259443 1.1430687581040336e-14
4051.527002247578 1.2516496442118216e-14
4055.5615098692115 1.2919913011841031e-14
4059.5960174908455 1.0852393841792042e-14
4063.630525112479 1.3582432275968613e-14
4067.665032734113 1.3090610575304105e-14
4071.6995403557466 1.2765932749180374e-14
4075.73404797738 1.2827587601658559e-14
4079.768555599014 1.2159775881535188e-14
4083.8030632206473 1.1083901634087517e-14
4087.8375708422814 1.2348621153229257e-14
