wavelength flux
3801.3875297062887 1.7095451490225344e-14
3805.422037327922 1.8862748493051724e-14
3809.456544949556 2.7482265110392036e-14
3813.49105257119 2.4566374583590405e-14
3817.5255601928234 2.4646443289273275e-14
3821.5600678144574 2.7795916392905956e-14
3825.594575436091 2.592941524497911e-14
3829.6290830577245 2.0744592627866365e-14
3833.663590679358 2.0657843404924913e-14
3837.6980983009917 2.3673428707342758e-14
3841.7326059226257 2.643071684338344e-14
3845.7671135442592 2.7715336746867616e-14
3849.8016211658933 3.058048014420319e-14
3853.836128787527 3.449604422036934e-14
3857.8706364091604 3.505747758924661e-14
3861.905144030794 3.122304188482522e-14
3865.9396516524275 3.629840382311629e-14
3869.9741592740615 3.67164578140188e-14
3874.008666895695 3.2029802311264017e-14
3878.043174517329 3.120640014386298e-14
3882.0776821389627 3.178756915433143e-14
3886.1121897605963 2.700287156089747e-14
3890.14669738223 2.7011448008686167e-14
3894.1812050038634 2.880589074908376e-14
3898.2157126254974 3.610771413295986e-14
3902.2502202471314 3.6640509608993284e-14
3906.284727868765 3.963995399397208e-14
3910.3192354903986 4.023072825544746e-14
3914.353743112032 3.799875605095036e-14
3918.3882507336657 3.784300527111443e-14
3922.4227583552997 3.551744071433124e-14
3926.4572659769333 2.9257725370218764e-14
3930.4917735985673 2.486538781537887e-14
3934.526281220201 1.910067885305396e-14
3938.5607888418344 2.3352816700260848e-14
3942.595296463468 3.263076115957424e-14
3946.6298040851016 3.5031573402968147e-14
3950.6643117067356 3.5829858362890895e-14
3954.698819328369 3.6758447163936247e-14
3958.733326950003 3.557852113904591e-14
3962.7678345716367 2.8754794372525854e-14
3966.8023421932703 2.22555342894787e-14
3970.836849814904 1.7717338562845373e-14
3974.8713574365374 2.6024874181879504e-14
3978.9058650581715 3.104607786271508e-14
3982.940372679805 3.461701348178617e-14
3986.974880301439 3.508088929494384e-14
3991.0093879230726 3.670306127613191e-14
3995.043895544706 4.176407127105199e-14
3999.0784031663397 4.0689526392802684e-14
4003.1129107879733 4.22519399991994e-14
4007.1474184096073 4.4113676370812905e-14
4011.181926031241 4.477364857906197e-14
4015.216433652875 4.5207943385445846e-14
4019.2509412745085 4.350970354998455e-14
4023.285448896142 4.195547371731116e-14
4027.3199565177756 4.248411541142458e-14
4031.354464139409 4.2210724547179205e-14
4035.388971761043 4.2856537569595236e-14
4039.423479382677 4.3157283427533996e-14
4043.457987004311 4.304655479318025e-14
4047.4924946259443 4.1714259386494597e-14
4051.527002247578 4.2705803800010394e-14
4055.5615098692115 4.252950768386847e-14
4059.5960174908455 4.0430590269660935e-14
4063.630525112479 4.132833543768785e-14
4067.665032734113 4.1368318963805576e-14
4071.6995403557466 4.0400196812267866e-14
4075.73404797738 3.9945391162145304e-14
4079.768555599014 3.9079227932975344e-14
4083.8030632206473 3.8254099692083527e-14
4087.8375708422814 3.827685481190081e-14
4091.872078463915 3.8195090120053256e-14
4095.906586085549 3.4887018900005535e-14
4099.9410937071825 3.017836210298071e-14
4103.975601328816 2.7786687260134672e-14
4108.01010895045 2.9746703963668064e-14
4112.044616572083 3.543573316915372e-14
4116.079124193717 3.9559920774698396e-14
4120.113631815351 3.9967148810055636e-14
4124.148139436985 4.004236561966552e-14
4128.182647058618 4.034949742376966e-14
4132.217154680252 3.9729355588223563e-14
4136.2516623018855 4.0245497834736116e-14
4140.286169923519 4.192302970401549e-14
4144.320677545153 4.274647152999827e-14
4148.355185166787 4.2576247592684306e-14
4152.389692788421 4.30585096361716e-14
4156.424200410054 4.110297593005295e-14
4160.458708031688 4.116820781066253e-14
4164.493215653321 4.2918926801741343e-14
4168.527723274956 4.2392933641023984e-14
4172.5622308965885 4.029006732597099e-14
4176.596738518223 3.8972883632049514e-14
4180.631246139857 3.95699016439225e-14
4184.66575376149 4.0386869618882093e-14
4188.700261383124 4.112691665792801e-14
4192.734769004757 4.223236814020412e-14
4196.769276626392 4.231785360510637e-14
4200.803784248024 4.165733987237094e-14
4204.838291869659 4.192304924378353e-14
4208.872799491292 4.316975921680363e-14
4212.907307112926 4.4128667182893113e-14
4216.94181473456 4.287231631391033e-14
4220.976322356193 4.0761079368265624e-14
4225.010829977828 3.983877919060127e-14
4229.04533759946 4.000957895135487e-14
4233.079845221095 4.0662844499933776e-14
4237.114352842728 4.0841484244700535e-14
4241.148860464362 4.120238679522645e-14
4245.183368085995 4.033367336037229e-14
4249.217875707629 4.1506976062952545e-14
4253.2523833292635 4.198117856831081e-14
4257.286890950896 4.2055128706944736e-14
4261.321398572531 4.246068097180878e-14
4265.355906194164 4.207427456932124e-14
4269.390413815798 4.159510144678252e-14
4273.424921437431 4.0031518353914454e-14
4277.459429059065 3.967530999962395e-14
4281.493936680699 4.1096594557547334e-14
4285.528444302333 4.081176301765856e-14
4289.5629519239665 3.969415767028613e-14
4293.5974595456 3.808406324144415e-14
4297.631967167234 3.870880318238609e-14
4301.666474788867 3.608905696248729e-14
4305.700982410501 3.530713716569507e-14
4309.735490032135 3.66703771686071e-14
4313.769997653769 3.7203266930312804e-14
4317.804505275402 3.9688970958913866e-14
4321.839012897036 3.9410655970137066e-14
4325.8735205186695 3.6442868433793446e-14
4329.908028140303 3.5026497899106876e-14
4333.942535761937 3.318134653023364e-14
4337.977043383571 2.9003401668898805e-14
4342.011551005205 2.6030043317507094e-14
4346.046058626838 2.9311012837743546e-14
4350.080566248472 3.4376815811725717e-14
4354.115073870105 3.4811572798896913e-14
4358.149581491739 3.886170052937208e-14
4362.1840891133725 3.951003928579874e-14
4366.218596735007 4.037134654637743e-14
4370.2531043566405 3.991559072588755e-14
4374.287611978274 4.083973144641425e-14
4378.322119599908 3.9260097050901385e-14
4382.356627221541 3.9371385818554075e-14
4386.391134843175 3.8859742832369046e-14
4390.425642464808 3.992302182991544e-14
4394.460150086443 4.015513188924391e-14
4398.494657708076 4.029408773440549e-14
4402.52916532971 4.0096977795301004e-14
4406.5636729513435 3.9996867557436305e-14
4410.598180572977 4.0605219568789765e-14
4414.632688194611 4.043802921820012e-14
4418.667195816244 4.0058593357240756e-14
4422.701703437879 4.092677136338867e-14
4426.736211059512 4.109541970111915e-14
4430.770718681146 4.026779798408672e-14
4434.805226302779 4.063960232885828e-14
4438.839733924413 4.0597687075099336e-14
4442.874241546047 4.046106538182794e-14
4446.90874916768 3.9965348892074163e-14
4450.943256789315 3.989721881275647e-14
4454.977764410948 3.83801246307818e-14
4459.012272032582 3.8325925254215546e-14
4463.046779654215 3.8902812200892185e-14
4467.081287275849 3.9960860718303006e-14
4471.115794897483 4.0537667849198226e-14
4475.150302519116 4.120757824419607e-14
4479.18481014075 4.1142733820103106e-14
4483.219317762384 3.992797805728978e-14
4487.253825384018 4.014308594932648e-14
4491.288333005651 4.0338783080623976e-14
4495.322840627285 4.125407336606437e-14
4499.357348248919 4.133999546568762e-14
4503.391855870552 4.170081857104982e-14
4507.426363492186 4.313421078302217e-14
4511.46087111382 4.323616159377441e-14
4515.495378735453 4.2249889058861984e-14
4519.529886357087 4.0823001501767625e-14
4523.564393978721 4.04889648033471e-14
4527.598901600355 3.977362982102373e-14
4531.633409221988 3.890088265264578e-14
4535.667916843622 3.952403247065657e-14
4539.702424465256 4.0275263223760005e-14
4543.736932086889 4.003242042260778e-14
4547.771439708523 3.91192486022883e-14
4551.805947330156 3.856414948852877e-14
4555.840454951791 3.839614471108155e-14
4559.8749625734235 3.9176762360131644e-14
4563.909470195058 4.1232725229216113e-14
4567.943977816692 4.102070970975111e-14
4571.978485438325 4.070579193879035e-14
4576.01299305996 4.08235171272061e-14
4580.047500681592 4.02319462819335e-14
4584.082008303227 3.9149714925889027e-14
4588.116515924859 3.809301229989895e-14
4592.151023546494 3.9109100884349906e-14
4596.185531168127 3.990721984314068e-14
4600.220038789761 4.0084716956126744e-14
4604.2545464113955 4.078073012250894e-14
4608.289054033028 4.0940489680504196e-14
4612.323561654663 4.039597327488537e-14
4616.358069276295 4.064291999728523e-14
4620.39257689793 4.1139401713223466e-14
4624.427084519563 4.111633107629297e-14
4628.461592141197 4.0889078007712685e-14
4632.496099762831 4.078781268764799e-14
4636.530607384464 4.035404202028516e-14
4640.5651150060985 3.9291508954330825e-14
4644.599622627732 3.9361261483839035e-14
4648.634130249366 3.9246462116587106e-14
4652.668637870999 4.0122306668948985e-14
4656.703145492633 4.0386407352134705e-14
4660.737653114267 4.1241954185430646e-14
4664.7721607359 3.8117340938770294e-14
4668.806668357534 3.897864010292046e-14
4672.841175979168 3.832632584886749e-14
4676.8756836008015 3.953112507089788e-14
4680.910191222435 4.0181382645466114e-14
4684.944698844069 3.969296599559844e-14
4688.979206465703 3.968727280788423e-14
4693.013714087336 3.971899236098292e-14
4697.04822170897 3.934509524329531e-14
4701.082729330604 3.908273116511451e-14
4705.117236952237 3.82837978114166e-14
4709.151744573871 3.7389743631616707e-14
4713.1862521955045 3.85552460280309e-14
4717.220759817139 4.0689907030619124e-14
4721.255267438772 4.038408337229944e-14
4725.289775060406 3.953671460164523e-14
4729.32428268204 3.865748478343235e-14
4733.358790303673 3.7781530545609334e-14
4737.393297925307 3.911948653567821e-14
4741.42780554694 3.959779326967583e-14
4745.462313168575 3.942380174147465e-14
4749.4968207902075 4.014436763118193e-14
4753.531328411842 3.936077869395275e-14
4757.5658360334755 3.844368475223936e-14
4761.600343655109 3.8270082237858396e-14
4765.634851276743 3.8191747532645365e-14
4769.669358898376 3.8979054538618665e-14
4773.703866520011 3.99175433447832e-14
4777.738374141643 4.030790224762978e-14
4781.772881763278 4.0382952071391457e-14
4785.807389384911 3.988677908950069e-14
4789.841897006545 4.01748622110516e-14
4793.8764046281785 4.042438494135835e-14
4797.910912249812 4.112717929264386e-14
4801.945419871447 4.121999898877496e-14
4805.979927493079 4.080077070014003e-14
4810.014435114714 4.173364892948287e-14
4814.048942736347 4.185033082917496e-14
4818.083450357981 4.18338791906859e-14
4822.117957979615 4.2001511456316594e-14
4826.152465601248 4.1582101367382544e-14
4830.186973222882 4.1447209630258805e-14
4834.221480844515 4.173946079710273e-14
4838.25598846615 4.109165446407646e-14
4842.290496087783 3.9707917338276965e-14
4846.325003709417 3.910610482185935e-14
4850.359511331051 3.78127177819732e-14
4854.394018952684 3.389589192253395e-14
4858.428526574318 2.9509384955426016e-14
4862.463034195951 2.6697137739805697e-14
4866.497541817585 2.984524364261518e-14
4870.532049439219 3.3509324685405176e-14
4874.566557060853 3.599107109345088e-14
4878.601064682487 3.755438252862133e-14
4882.63557230412 3.821093146058355e-14
4886.670079925754 3.8559723511875674e-14
4890.704587547388 3.848688380072659e-14
4894.739095169021 3.9852654789444477e-14
4898.773602790655 4.108802228573185e-14
4902.808110412288 4.0253062927421234e-14
4906.842618033923 3.9430993592876176e-14
4910.877125655556 3.968382810891205e-14
4914.91163327719 3.919800385496291e-14
4918.946140898824 3.815337127015415e-14
4922.980648520457 3.7044967856862483e-14
4927.015156142091 3.8869950886391615e-14
4931.049663763724 3.7995575712631595e-14
4935.084171385359 3.7288526991106185e-14
4939.118679006991 3.680026512230508e-14
4943.153186628626 3.7927743721041e-14
4947.1876942502595 3.8529347873438664e-14
4951.222201871893 3.825682496855945e-14
4955.256709493527 3.7727335714410587e-14
4959.29121711516 3.7290222700079466e-14
4963.325724736795 3.7178398706411925e-14
4967.360232358427 3.7031517367624636e-14
4971.394739980062 3.771398217638893e-14
4975.429247601695 3.710140486733504e-14
4979.463755223329 3.600407671012987e-14
4983.4982628449625 3.5259364806486406e-14
