wavelength flux
3804.05273757997 -8.354169112359611e-16
3808.2287880504555 2.191272712972865e-15
3812.4048385209408 3.8338413089075583e-16
3816.580888991426 2.1559988370789437e-15
3820.7569394619113 -1.3155228839590815e-15
3824.9329899323966 5.014042804973878e-17
3829.109040402882 4.467223198861246e-16
3833.285090873367 2.425348385469016e-15
3837.4611413438524 1.687957907408644e-15
3841.6371918143377 7.968785839856197e-16
3845.813242284823 2.3315479858180217e-15
3849.9892927553083 -3.014848294368672e-16
3854.1653432257935 -9.240307177414368e-16
3858.341393696279 8.020691145222142e-16
3862.517444166764 -3.117997945588825e-16
3866.6934946372494 -4.251662146618989e-16
3870.8695451077347 4.4952632106799e-16
3875.0455955782204 2.442094636484393e-15
3879.2216460487057 7.481424954244747e-16
3883.397696519191 -1.9472682439181528e-16
3887.5737469896762 6.37782587155101e-16
3891.7497974601615 1.2982725141625996e-16
3895.925847930647 -4.406715588058642e-16
3900.101898401132 1.8094935562341957e-15
3904.2779488716174 6.430917548665639e-16
3908.4539993421026 1.3945030793640922e-15
3912.630049812588 -1.8054920985469908e-16
3916.806100283073 6.097745546620319e-16
3920.982150753559 1.2205636160414512e-16
3925.158201224044 1.0210738096089632e-15
3929.3342516945295 1.2725682917765122e-15
3933.5103021650148 2.1926300597625827e-17
3937.6863526355 5.187961090415623e-16
3941.8624031059853 1.2495874384447143e-15
3946.0384535764706 1.3149272578723283e-15
3950.214504046956 1.4472809364894001e-15
3954.390554517441 1.2685033857027348e-15
3958.5666049879264 4.992917485194437e-16
3962.7426554584117 1.3815879320802895e-16
3966.918705928897 2.8996868254602194e-16
3971.0947563993823 1.722478773661037e-15
3975.2708068698676 1.2470552859494699e-15
3979.446857340353 1.9661555564965094e-15
3983.622907810838 7.917142656879988e-16
3987.7989582813234 1.338074742353786e-15
3991.9750087518087 1.7985760216305637e-15
3996.151059222294 3.7296471572299525e-16
4000.3271096927792 8.778662394590975e-16
4004.5031601632645 8.939991948555523e-16
4008.67921063375 5.191059843182067e-16
4012.855261104235 4.640427059872508e-16
4017.0313115747203 8.862995915801007e-16
4021.2073620452056 8.979826193706041e-16
4025.383412515691 9.757599967817456e-16
4029.559462986176 8.162875383887581e-16
4033.7355134566615 1.4197680954773487e-15
4037.9115639271467 1.4367270577195632e-15
4042.087614397632 1.194005437534826e-15
4046.2636648681173 1.5047749477941931e-15
4050.4397153386026 1.316854084072934e-15
4054.6157658090883 1.5605962314893468e-15
4058.7918162795736 1.1153659223102034e-15
4062.967866750059 9.941287122525127e-16
4067.143917220544 1.0041738400083893e-15
4071.3199676910294 8.872180850117925e-16
4075.4960181615147 7.451253653079105e-16
4079.672068632 1.0679061211939514e-15
4083.8481191024853 1.6540589016426872e-15
4088.0241695729705 1.0253744138977443e-15
4092.200220043456 9.919340382209469e-16
4096.376270513942 5.897340671035912e-16
4100.552320984427 6.965150651059222e-16
4104.728371454912 3.8924970473743915e-16
4108.904421925397 1.0463758034267767e-15
4113.080472395883 1.059597290245626e-15
4117.256522866368 1.0018529318316098e-15
4121.432573336853 1.4512263062450256e-15
4125.6086238073385 1.1720547594776837e-15
4129.784674277824 1.1636383712934347e-15
4133.960724748309 1.5491217415491742e-15
4138.136775218794 1.1221001476722677e-15
4142.31282568928 7.980223103177373e-16
4146.488876159765 7.116662512552061e-16
4150.66492663025 1.042538090785055e-15
4154.8409771007355 1.8591980213636556e-15
4159.017027571221 1.5335616109396413e-15
4163.193078041706 9.241409907908655e-16
4167.369128512191 1.4643280253053906e-15
4171.545178982677 1.4045805317667133e-15
4175.721229453162 7.17833860769224e-16
4179.897279923647 1.1386268183774544e-15
4184.073330394132 1.4240204798380176e-15
4188.249380864618 1.2342413408127057e-15
4192.425431335103 9.495676958470855e-16
4196.601481805588 1.3864107885604391e-15
4200.7775322760735 1.7431815536688355e-15
4204.953582746559 1.5131451932904816e-15
4209.129633217044 8.180088619455157e-16
4213.305683687529 1.2994578349089741e-15
4217.481734158015 1.3693270191362049e-15
4221.6577846285 1.3234649062774976e-15
4225.833835098985 1.4766255705004434e-15
4230.0098855694705 1.2758130232230927e-15
4234.185936039956 1.4693711432780802e-15
4238.361986510441 1.2117035650156901e-15
4242.538036980926 9.917574182386742e-16
4246.714087451412 1.3234798703372122e-15
4250.890137921897 1.9301458143468807e-15
4255.066188392382 1.7362392731610279e-15
4259.242238862867 1.4872440875964496e-15
4263.418289333353 1.2707710838910027e-15
4267.594339803838 1.2669009586196579e-15
4271.770390274323 1.0818928896139843e-15
4275.946440744809 1.0863563008979965e-15
4280.122491215294 1.392023827652683e-15
4284.298541685779 1.348878028103549e-15
4288.474592156264 1.1827639200435532e-15
4292.65064262675 1.5294506757085214e-15
4296.826693097235 1.4663487278028698e-15
4301.002743567721 1.613524821575019e-15
4305.178794038206 1.4890966705357554e-15
4309.354844508692 1.6650366315056441e-15
4313.530894979177 1.5340330678261495e-15
4317.706945449662 1.3235112429888968e-15
4321.882995920148 1.4250171344874299e-15
4326.059046390633 1.2163516678966211e-15
4330.235096861118 1.4744210306253932e-15
4334.411147331603 8.848292600224585e-16
4338.587197802089 1.2409153898302493e-15
4342.763248272574 1.1229023531488871e-15
4346.939298743059 1.0339714688359466e-15
4351.1153492135445 1.3136200643596653e-15
4355.29139968403 1.1732970935821973e-15
4359.467450154515 1.622027329040007e-15
4363.643500625 1.4580637340467052e-15
4367.819551095486 1.6550799767075798e-15
4371.995601565971 1.2945314778801312e-15
4376.171652036456 1.4124376473291291e-15
4380.3477025069415 1.0116812168146922e-15
4384.523752977427 1.1978464249439711e-15
4388.699803447913 1.1740496622345298e-15
4392.875853918398 1.7401360344420955e-15
4397.0519043888835 1.7516465867145809e-15
4401.227954859369 1.3860654323010405e-15
4405.404005329854 1.5527159582631378e-15
4409.580055800339 1.345180781135922e-15
4413.756106270825 1.4443594097774118e-15
4417.93215674131 1.6268691190121406e-15
4422.108207211795 1.2081993782345649e-15
4426.28425768228 1.15930556343937e-15
4430.460308152766 1.4260768692562715e-15
4434.636358623251 1.4997533218382963e-15
4438.812409093736 1.4197240229385909e-15
4442.988459564222 1.613452203859139e-15
4447.164510034707 1.539669192947969e-15
4451.340560505192 1.4331117257983655e-15
4455.516610975677 1.4753425870162586e-15
4459.692661446163 1.678788500454492e-15
4463.868711916648 1.5282515481693186e-15
4468.044762387133 1.5633143219059824e-15
4472.2208128576185 1.5032118378710392e-15
4476.396863328104 1.4089984677357825e-15
4480.572913798589 1.3058674286027592e-15
4484.748964269074 1.9152054110680524e-15
4488.92501473956 1.6532881522801983e-15
4493.101065210045 1.7684920738439712e-15
4497.27711568053 1.810591930875382e-15
4501.4531661510155 1.997530946228326e-15
4505.629216621501 1.798845121581947e-15
4509.805267091986 1.867823561357589e-15
4513.981317562471 1.5007479012134343e-15
4518.157368032957 1.6958977871217e-15
4522.333418503442 1.9140459278797797e-15
4526.509468973927 1.6616066224532008e-15
4530.685519444412 1.8798045042723254e-15
4534.861569914898 1.6389745651831073e-15
4539.037620385383 1.6177182293504649e-15
4543.213670855868 1.4997092500540027e-15
4547.3897213263535 1.8527801240233287e-15
4551.565771796839 1.818258715759888e-15
4555.741822267324 1.60750757522536e-15
4559.917872737809 1.6536241292928691e-15
4564.093923208295 1.6205051099233987e-15
4568.26997367878 1.6836466976323743e-15
4572.446024149265 1.997756366875813e-15
4576.6220746197505 1.9334420751021478e-15
4580.798125090236 1.9179733039336932e-15
4584.974175560721 1.7657166418627077e-15
4589.150226031206 1.7689136911787364e-15
4593.326276501692 1.9484630769615787e-15
4597.502326972177 1.7061826146559144e-15
4601.678377442662 1.6007677506565098e-15
4605.854427913147 1.8563612554386148e-15
4610.030478383633 1.951703441933955e-15
4614.206528854118 1.859119045867816e-15
4618.382579324603 1.8198002247460425e-15
4622.558629795089 1.944198363354672e-15
4626.734680265574 1.901636908610085e-15
4630.910730736059 1.990694521300432e-15
4635.086781206544 2.0344441967952676e-15
4639.26283167703 2.0481085164206043e-15
4643.438882147515 1.7860477724768066e-15
4647.614932618 1.7155229761032624e-15
4651.7909830884855 1.7294693250021554e-15
4655.967033558972 1.9668010189088588e-15
4660.143084029457 1.978712026522481e-15
4664.319134499942 2.0506441764367703e-15
4668.4951849704275 1.9656406467213627e-15
4672.671235440913 2.0036985338053976e-15
4676.847285911398 2.05570969440003e-15
4681.023336381883 2.1041974757809808e-15
4685.199386852369 1.98348032073087e-15
4689.375437322854 2.134613564971874e-15
4693.551487793339 1.9016015001843443e-15
4697.7275382638245 1.958891910508313e-15
4701.90358873431 1.6673463474852546e-15
4706.079639204795 2.0250859986531934e-15
4710.25568967528 1.9413739621348165e-15
4714.431740145766 1.823586888263265e-15
4718.607790616251 1.9940951252251455e-15
4722.783841086736 1.85862895436226e-15
4726.959891557221 1.8920310172388755e-15
4731.135942027707 1.9830240243923035e-15
4735.311992498192 1.8116347073183515e-15
4739.488042968677 1.8548576950805127e-15
4743.664093439163 1.8726751592412227e-15
4747.840143909649 2.0620983333272603e-15
4752.016194380134 2.0214068481113534e-15
4756.192244850619 2.0283103546549163e-15
4760.368295321105 2.001920622912649e-15
4764.54434579159 1.89863236791064e-15
4768.720396262075 1.845509512526211e-15
4772.89644673256 1.972802319440838e-15
4777.072497203046 2.0515155319170135e-15
4781.248547673531 2.0618798702568254e-15
4785.424598144016 2.0517442743571684e-15
4789.600648614502 2.044970333345813e-15
4793.776699084987 2.0185227856226024e-15
4797.952749555472 2.106470811716376e-15
4802.128800025957 2.097852982356516e-15
4806.304850496443 2.122070099112485e-15
4810.480900966928 2.2250860801605142e-15
4814.656951437413 2.224434532001135e-15
4818.8330019078985 2.1749419766344005e-15
4823.009052378384 2.2240645644654084e-15
4827.185102848869 2.2257022175739595e-15
4831.361153319354 2.3436889313040066e-15
4835.53720378984 2.31633578427958e-15
4839.713254260325 2.2053926976964457e-15
4843.88930473081 2.1987282787168618e-15
4848.0653552012955 2.238367729889655e-15
4852.241405671781 2.397539063710293e-15
4856.417456142266 1.7772677384525904e-15
4860.593506612751 1.7461217718519456e-15
4864.769557083237 1.8500143326345322e-15
4868.945607553722 2.3793886814472088e-15
4873.121658024207 2.2235085413296325e-15
4877.297708494692 2.2476120932172377e-15
4881.473758965178 2.1856851306023713e-15
4885.649809435663 2.087875968912102e-15
4889.825859906148 2.0153312292570667e-15
4894.0019103766335 2.1931275246372437e-15
4898.177960847119 2.420713573316902e-15
4902.354011317604 2.519457776744318e-15
4906.530061788089 2.502263500646305e-15
4910.706112258575 2.479950045207481e-15
4914.88216272906 2.4145005504996274e-15
4919.058213199545 2.098326098869137e-15
4923.2342636700305 2.17343477637727e-15
4927.410314140516 2.395756621811726e-15
4931.586364611001 2.5671666827130477e-15
4935.762415081486 2.3666387318816565e-15
4939.938465551972 2.562633710469561e-15
4944.114516022457 2.481117817688231e-15
4948.290566492942 2.562802368047119e-15
4952.466616963427 2.683683017717304e-15
4956.642667433913 2.3704195266501614e-15
4960.818717904398 2.5344938318468062e-15
4964.994768374883 2.430296842839096e-15
4969.170818845369 2.6283121586160985e-15
4973.346869315854 2.720873173482376e-15
4977.522919786339 2.476126162288779e-15
4981.698970256824 2.715134117514101e-15
4985.87502072731 2.684884710252543e-15
4990.051071197795 2.4769316637609412e-15
4994.22712166828 2.368573317429345e-15
4998.4031721387655 2.4922632823766803e-15
5002.579222609251 2.6141152709085414e-15
5006.755273079736 2.6480722763729564e-15
5010.931323550222 2.652563324937462e-15
5015.1073740207075 2.433267685300991e-15
5019.283424491193 2.5953458236470265e-15
5023.459474961678 2.784121486633566e-15
5027.635525432163 2.739371618627133e-15
5031.811575902649 2.4769084519619268e-15
5035.987626373134 2.525752242213545e-15
5040.163676843619 2.8050358513163776e-15
5044.3397273141045 2.7321533474092986e-15
5048.51577778459 2.934276110817634e-15
5052.691828255075 2.9467575438916455e-15
5056.86787872556 2.67038344387213e-15
5061.043929196046 2.7109780620137273e-15
5065.219979666531 2.567616076268592e-15
5069.396030137016 2.623142112335054e-15
5073.572080607501 2.8580686063914092e-15
5077.748131077987 2.837126645225293e-15
5081.924181548472 2.7976235760501912e-15
5086.100232018957 2.821923607844674e-15
5090.276282489443 2.8427936543926334e-15
5094.452332959928 2.9585373139194442e-15
5098.628383430413 2.9421060564022728e-15
5102.804433900899 3.057592093659164e-15
5106.980484371385 3.0773653858019996e-15
5111.15653484187 2.9851697661881073e-15
5115.332585312355 2.832812313039311e-15
5119.50863578284 3.0368797724618777e-15
5123.684686253326 2.973948237863237e-15
5127.860736723811 3.029188492541239e-15
5132.036787194296 2.9335454541297876e-15
5136.212837664782 2.970262660890924e-15
5140.388888135267 3.144597104562584e-15
5144.564938605752 3.1316115893753154e-15
5148.740989076237 3.0178482769000983e-15
5152.917039546723 2.9365991447580483e-15
5157.093090017208 2.938425622134221e-15
5161.269140487693 2.955265482161807e-15
5165.4451909581785 3.058505320023826e-15
5169.621241428664 3.137910942987738e-15
5173.797291899149 3.156604253877102e-15
5177.973342369634 3.2118776759717805e-15
5182.14939284012 3.1050906850248294e-15
5186.325443310605 3.1645341826987805e-15
5190.50149378109 3.30206979756614e-15
5194.6775442515755 3.394005206043255e-15
5198.853594722061 3.2946223351713917e-15
5203.029645192546 3.0504865709476237e-15
5207.205695663031 3.266958681615903e-15
5211.381746133517 5.75993302845958e-15
5215.557796604002 4.271613863878261e-15
5219.733847074487 3.3817167567858145e-15
5223.909897544972 3.300807685622661e-15
5228.085948015458 3.477800821048508e-15
5232.261998485943 3.5591589123234985e-15
5236.438048956428 3.41823519178205e-15
5240.6140994269135 3.3414461159517463e-15
5244.790149897399 3.429645469873834e-15
5248.966200367884 3.4341151500715993e-15
5253.142250838369 3.437748160492349e-15
5257.318301308855 3.374203286789076e-15
5261.49435177934 3.4269290551265136e-15
5265.670402249825 3.3374033247606446e-15
5269.8464527203105 3.6884701337267175e-15
5274.022503190796 3.3262196561196937e-15
5278.198553661281 3.580681686663897e-15
5282.374604131766 3.5988031693496e-15
5286.550654602252 3.627069146700474e-15
5290.726705072737 3.545965351259047e-15
5294.902755543222 3.584995455958956e-15
5299.078806013707 3.693660415013935e-15
5303.254856484193 3.6268513533961826e-15
5307.430906954678 3.4735124832430907e-15
5311.606957425163 3.606263260584142e-15
5315.783007895649 3.787562858618698e-15
5319.959058366134 3.647111958746204e-15
5324.135108836619 3.7362630424353705e-15
5328.311159307104 3.6502075255890585e-15
5332.48720977759 3.556776560907529e-15
5336.663260248075 3.640353750825144e-15
5340.83931071856 3.561919212763024e-15
5345.0153611890455 3.7035075103605715e-15
5349.191411659531 3.817462948904251e-15
5353.367462130016 3.7196785936513366e-15
5357.543512600501 3.580273012073219e-15
5361.719563070987 3.531673468407258e-15
5365.895613541472 3.616274950696958e-15
5370.071664011958 3.8008452656195164e-15
5374.247714482443 3.9241222069054895e-15
5378.423764952929 3.900184942488451e-15
