inst,filter,mjd,mjderr,mag,magerr,flux,fluxerr
NEOWISE,W1,58702.4921875,0.0,10.86400032043457,0.019999999552965164,0.0,0.0
NEOWISE,W1,56877.69921875,0.0,10.946000099182129,0.01600000075995922,0.0,0.0
NEOWISE,W1,57239.32421875,0.0,10.432999610900879,0.017000000923871994,0.0,0.0
NEOWISE,W1,56877.63671875,0.0,10.947999954223633,0.01899999938905239,0.0,0.0
NEOWISE,W1,57051.0546875,0.0,10.788999557495117,0.017999999225139618,0.0,0.0
NEOWISE,W1,58861.76171875,0.0,10.135000228881836,0.017999999225139618,0.0,0.0
NEOWISE,W1,57773.05859375,0.0,10.970999717712402,0.017999999225139618,0.0,0.0
NEOWISE,W1,57050.9921875,0.0,10.779000282287598,0.01899999938905239,0.0,0.0
NEOWISE,W1,56687.80078125,0.0,10.770000457763672,0.01899999938905239,0.0,0.0
NEOWISE,W1,57772.86328125,0.0,10.994000434875488,0.019999999552965164,0.0,0.0
NEOWISE,W1,59433.953125,0.0,9.821999549865723,0.017000000923871994,0.0,0.0
NEOWISE,W1,56687.33984375,0.0,10.753000259399414,0.014999999664723873,0.0,0.0
NEOWISE,W1,58702.23046875,0.0,10.909000396728516,0.017999999225139618,0.0,0.0
NEOWISE,W1,57239.2578125,0.0,10.39900016784668,0.017999999225139618,0.0,0.0
NEOWISE,W1,59590.31640625,0.0,9.814000129699707,0.014999999664723873,0.0,0.0
NEOWISE,W1,57239.2578125,0.0,10.404000282287598,0.01899999938905239,0.0,0.0
NEOWISE,W1,58494.4453125,0.0,11.074999809265137,0.017000000923871994,0.0,0.0
NEOWISE,W1,56687.46875,0.0,10.755999565124512,0.017000000923871994,0.0,0.0
NEOWISE,W1,59066.078125,0.0,10.166999816894531,0.01600000075995922,0.0,0.0
NEOWISE,W1,58861.5,0.0,10.086999893188477,0.017999999225139618,0.0,0.0
NEOWISE,W1,59433.10546875,0.0,9.829999923706055,0.017000000923871994,0.0,0.0
NEOWISE,W1,56688.328125,0.0,10.734000205993652,0.014999999664723873,0.0,0.0
NEOWISE,W1,59433.69140625,0.0,9.82699966430664,0.01600000075995922,0.0,0.0
NEOWISE,W1,57051.25390625,0.0,10.78499984741211,0.014999999664723873,0.0,0.0
NEOWISE,W1,59592.33984375,0.0,9.8149995803833,0.01899999938905239,0.0,0.0
NEOWISE,W1,57242.66796875,0.0,10.432999610900879,0.01600000075995922,0.0,0.0
NEOWISE,W1,57606.69140625,0.0,10.8149995803833,0.019999999552965164,0.0,0.0
NEOWISE,W1,57970.68359375,0.0,11.008000373840332,0.01899999938905239,0.0,0.0
NEOWISE,W1,59592.66796875,0.0,9.8149995803833,0.01600000075995922,0.0,0.0
NEOWISE,W1,57048.4296875,0.0,10.748000144958496,0.01899999938905239,0.0,0.0
NEOWISE,W1,59225.29296875,0.0,10.02400016784668,0.017999999225139618,0.0,0.0
NEOWISE,W1,58494.0546875,0.0,11.065999984741211,0.017999999225139618,0.0,0.0
NEOWISE,W1,57048.296875,0.0,10.77299976348877,0.017999999225139618,0.0,0.0
NEOWISE,W1,58861.56640625,0.0,10.109999656677246,0.014999999664723873,0.0,0.0
NEOWISE,W1,59432.97265625,0.0,9.817999839782715,0.014000000432133675,0.0,0.0
NEOWISE,W1,57051.3203125,0.0,10.793000221252441,0.01600000075995922,0.0,0.0
NEOWISE,W1,59433.5625,0.0,9.836000442504883,0.01600000075995922,0.0,0.0
NEOWISE,W1,58338.19921875,0.0,10.942000389099121,0.01899999938905239,0.0,0.0
NEOWISE,W1,56878.359375,0.0,10.932000160217285,0.017000000923871994,0.0,0.0
NEOWISE,W1,59065.6875,0.0,10.182999610900879,0.01600000075995922,0.0,0.0
NEOWISE,W1,58701.3828125,0.0,10.88599967956543,0.01899999938905239,0.0,0.0
NEOWISE,W1,58861.828125,0.0,10.116999626159668,0.01600000075995922,0.0,0.0
NEOWISE,W1,57411.859375,0.0,10.732000350952148,0.01600000075995922,0.0,0.0
NEOWISE,W1,59433.49609375,0.0,9.838000297546387,0.01899999938905239,0.0,0.0
NEOWISE,W1,58338.00390625,0.0,10.946999549865723,0.01899999938905239,0.0,0.0
NEOWISE,W1,57971.66796875,0.0,11.055999755859375,0.02199999988079071,0.0,0.0
NEOWISE,W1,57606.69140625,0.0,10.821999549865723,0.024000000208616257,0.0,0.0
NEOWISE,W1,56877.83203125,0.0,10.973999977111816,0.017999999225139618,0.0,0.0
NEOWISE,W1,59593.3203125,0.0,9.82800006866455,0.01600000075995922,0.0,0.0
NEOWISE,W1,58494.64453125,0.0,11.102999687194824,0.020999999716877937,0.0,0.0
NEOWISE,W1,58861.9609375,0.0,10.12600040435791,0.014999999664723873,0.0,0.0
NEOWISE,W1,57239.9140625,0.0,10.402000427246094,0.017999999225139618,0.0,0.0
NEOWISE,W1,57048.82421875,0.0,10.767000198364258,0.01600000075995922,0.0,0.0
NEOWISE,W1,59433.30078125,0.0,9.82800006866455,0.01600000075995922,0.0,0.0
NEOWISE,W1,59797.83984375,0.0,9.848999977111816,0.014999999664723873,0.0,0.0
NEOWISE,W1,57048.7578125,0.0,10.76200008392334,0.014999999664723873,0.0,0.0
NEOWISE,W1,58132.43359375,0.0,11.052000045776367,0.01899999938905239,0.0,0.0
NEOWISE,W1,57048.1015625,0.0,10.753000259399414,0.017000000923871994,0.0,0.0
NEOWISE,W1,59225.9453125,0.0,10.045999526977539,0.014999999664723873,0.0,0.0
NEOWISE,W1,57242.2109375,0.0,10.449000358581543,0.01600000075995922,0.0,0.0
NEOWISE,W1,57411.7265625,0.0,10.753000259399414,0.01899999938905239,0.0,0.0
NEOWISE,W1,59589.921875,0.0,9.809000015258789,0.017000000923871994,0.0,0.0
NEOWISE,W1,58133.0234375,0.0,11.062999725341797,0.01899999938905239,0.0,0.0
NEOWISE,W1,58337.7421875,0.0,10.907999992370605,0.017999999225139618,0.0,0.0
NEOWISE,W1,57970.9453125,0.0,11.038999557495117,0.01899999938905239,0.0,0.0
NEOWISE,W1,59592.9921875,0.0,9.822999954223633,0.014000000432133675,0.0,0.0
NEOWISE,W1,58337.9375,0.0,10.918999671936035,0.01600000075995922,0.0,0.0
NEOWISE,W1,59797.12109375,0.0,9.869000434875488,0.014999999664723873,0.0,0.0
NEOWISE,W1,58861.69921875,0.0,10.12600040435791,0.014999999664723873,0.0,0.0
NEOWISE,W1,59432.84375,0.0,9.824999809265137,0.017999999225139618,0.0,0.0
NEOWISE,W1,57970.16015625,0.0,11.067000389099121,0.017000000923871994,0.0,0.0
NEOWISE,W1,57606.625,0.0,10.812000274658203,0.01600000075995922,0.0,0.0
NEOWISE,W1,59590.18359375,0.0,9.821000099182129,0.01600000075995922,0.0,0.0
NEOWISE,W1,59589.859375,0.0,9.836000442504883,0.017000000923871994,0.0,0.0
NEOWISE,W1,58701.51171875,0.0,10.890999794006348,0.01600000075995922,0.0,0.0
NEOWISE,W1,57411.59765625,0.0,10.74899959564209,0.017000000923871994,0.0,0.0
NEOWISE,W1,57048.55859375,0.0,10.803000450134277,0.019999999552965164,0.0,0.0
NEOWISE,W1,57050.7265625,0.0,10.743000030517578,0.017999999225139618,0.0,0.0
NEOWISE,W1,59796.9921875,0.0,9.859000205993652,0.014999999664723873,0.0,0.0
NEOWISE,W1,56877.50390625,0.0,10.942999839782715,0.017999999225139618,0.0,0.0
NEOWISE,W1,57970.81640625,0.0,11.02299976348877,0.024000000208616257,0.0,0.0
NEOWISE,W1,58702.16796875,0.0,10.876999855041504,0.017999999225139618,0.0,0.0
NEOWISE,W1,57051.12109375,0.0,10.779999732971191,0.01600000075995922,0.0,0.0
NEOWISE,W1,57051.3828125,0.0,10.791000366210938,0.014999999664723873,0.0,0.0
NEOWISE,W1,56687.53515625,0.0,10.737000465393066,0.01600000075995922,0.0,0.0
NEOWISE,W1,57240.046875,0.0,10.42199993133545,0.017000000923871994,0.0,0.0
NEOWISE,W1,57239.71875,0.0,10.437000274658203,0.01600000075995922,0.0,0.0
NEOWISE,W1,56687.6015625,0.0,10.758999824523926,0.017999999225139618,0.0,0.0
NEOWISE,W1,58701.96875,0.0,10.881999969482422,0.01600000075995922,0.0,0.0
NEOWISE,W1,57050.859375,0.0,10.77299976348877,0.017000000923871994,0.0,0.0
NEOWISE,W1,59797.64453125,0.0,9.845000267028809,0.01600000075995922,0.0,0.0
NEOWISE,W1,57773.125,0.0,10.97700023651123,0.017000000923871994,0.0,0.0
NEOWISE,W1,58862.28515625,0.0,10.125,0.014999999664723873,0.0,0.0
NEOWISE,W1,59590.25,0.0,9.836000442504883,0.014000000432133675,0.0,0.0
NEOWISE,W1,59067.05859375,0.0,10.175000190734863,0.01600000075995922,0.0,0.0
NEOWISE,W1,59225.81640625,0.0,10.019000053405762,0.014999999664723873,0.0,0.0
NEOWISE,W1,57048.625,0.0,10.781999588012695,0.01600000075995922,0.0,0.0
NEOWISE,W1,57239.453125,0.0,10.414999961853027,0.017000000923871994,0.0,0.0
NEOWISE,W1,57243.1953125,0.0,10.439000129699707,0.01899999938905239,0.0,0.0
NEOWISE,W1,59592.46875,0.0,9.829999923706055,0.017999999225139618,0.0,0.0
