name,inst,filter,mjd,bjd,mag,magerr,flux,fluxerr
2163542397602876800,TESS,TASOC,0.0,58710.88867383776,0.0,0.0,15612.0009765625,931.7731323242188
2163542397602876800,TESS,TASOC,0.0,58710.909507473465,0.0,0.0,15700.6796875,930.5830078125
2163542397602876800,TESS,TASOC,0.0,58710.93034110684,0.0,0.0,14954.3125,930.9357299804688
2163542397602876800,TESS,TASOC,0.0,58710.951174737886,0.0,0.0,17470.078125,933.3327026367188
2163542397602876800,TESS,TASOC,0.0,58710.972008367535,0.0,0.0,16090.0927734375,932.1806030273438
2163542397602876800,TESS,TASOC,0.0,58710.99284199532,0.0,0.0,15657.1337890625,931.0324096679688
2163542397602876800,TESS,TASOC,0.0,58711.01367562171,0.0,0.0,17355.185546875,931.1387329101562
2163542397602876800,TESS,TASOC,0.0,58711.03450924577,0.0,0.0,17951.529296875,932.0000610351562
2163542397602876800,TESS,TASOC,0.0,58711.055342868436,0.0,0.0,19190.626953125,932.5123901367188
2163542397602876800,TESS,TASOC,0.0,58711.0761764897,0.0,0.0,17665.927734375,932.1962280273438
2163542397602876800,TESS,TASOC,0.0,58711.09701010911,0.0,0.0,19943.939453125,932.7078857421875
2163542397602876800,TESS,TASOC,0.0,58711.11784372758,0.0,0.0,16072.53515625,932.1804809570312
2163542397602876800,TESS,TASOC,0.0,58711.13867734419,0.0,0.0,15472.412109375,932.95947265625
2163542397602876800,TESS,TASOC,0.0,58711.15951096034,0.0,0.0,17091.640625,933.1683349609375
2163542397602876800,TESS,TASOC,0.0,58711.18034457415,0.0,0.0,15636.3173828125,932.561767578125
2163542397602876800,TESS,TASOC,0.0,58711.201178187504,0.0,0.0,17029.125,933.0308837890625
2163542397602876800,TESS,TASOC,0.0,58711.222011799924,0.0,0.0,17178.35546875,931.48193359375
2163542397602876800,TESS,TASOC,0.0,58711.242845410015,0.0,0.0,18704.107421875,931.5819702148438
2163542397602876800,TESS,TASOC,0.0,58711.26367902011,0.0,0.0,18794.9921875,932.0029907226562
2163542397602876800,TESS,TASOC,0.0,58711.2845126288,0.0,0.0,19583.37890625,931.8103637695312
2163542397602876800,TESS,TASOC,0.0,58711.3053462361,0.0,0.0,17937.919921875,932.9263916015625
2163542397602876800,TESS,TASOC,0.0,58711.326179842,0.0,0.0,17698.056640625,933.14990234375
2163542397602876800,TESS,TASOC,0.0,58711.347013448365,0.0,0.0,18025.380859375,933.3103637695312
2163542397602876800,TESS,TASOC,0.0,58711.36784705287,0.0,0.0,17022.373046875,933.106689453125
2163542397602876800,TESS,TASOC,0.0,58711.38868065737,0.0,0.0,17738.91796875,931.613037109375
2163542397602876800,TESS,TASOC,0.0,58711.40951425955,0.0,0.0,17140.66796875,931.7337036132812
2163542397602876800,TESS,TASOC,0.0,58711.43034786172,0.0,0.0,20694.150390625,933.3461303710938
2163542397602876800,TESS,TASOC,0.0,58711.451181462966,0.0,0.0,17723.53515625,933.1616821289062
2163542397602876800,TESS,TASOC,0.0,58711.47201506328,0.0,0.0,19176.494140625,934.1433715820312
