name,inst,filter,mjd,bjd,mag,magerr,flux,fluxerr
2030965725082217088,TESS,QLP,0.0,59796.659910059534,0.0,0.0,1.0019049644470215,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.66685448168,0.0,0.0,0.9991412162780762,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.67379890336,0.0,0.0,0.9984725713729858,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.68768774532,0.0,0.0,0.9991940259933472,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.69463216653,0.0,0.0,0.9966780543327332,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.70157658728,0.0,0.0,1.0031311511993408,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.70852100849,0.0,0.0,1.0032873153686523,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.71546542877,0.0,0.0,1.0008987188339233,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.729354268406,0.0,0.0,1.0012329816818237,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.73629868822,0.0,0.0,0.9973800778388977,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.74324310804,0.0,0.0,0.9982604384422302,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.750187527854,0.0,0.0,0.9981845021247864,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.75713194674,0.0,0.0,0.996862530708313,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.76407636562,0.0,0.0,1.0010403394699097,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.77102078404,0.0,0.0,1.0050667524337769,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.77796520293,0.0,0.0,1.0010042190551758,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.78490962135,0.0,0.0,1.000887393951416,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.79185404023,0.0,0.0,0.9994761943817139,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.798798458185,0.0,0.0,1.0014827251434326,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.80574287567,0.0,0.0,1.0070701837539673,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.81268729316,0.0,0.0,1.0070234537124634,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.81963171065,0.0,0.0,1.0049865245819092,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.82657612814,0.0,0.0,0.9972087740898132,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.833520545624,0.0,0.0,1.0017964839935303,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.84046496265,0.0,0.0,0.9988473057746887,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.8474093792,0.0,0.0,0.999911904335022,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.861298212316,0.0,0.0,0.9972636103630066,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.86824262841,0.0,0.0,1.003982663154602,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.87518704496,0.0,0.0,0.9940890669822693,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.882131461054,0.0,0.0,0.9938583970069885,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.88907587668,0.0,0.0,1.000118374824524,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.896020292304,0.0,0.0,0.9935821890830994,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.902964707464,0.0,0.0,0.9952017068862915,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.90990912309,0.0,0.0,0.9968814253807068,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.916853538714,0.0,0.0,1.0048432350158691,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.923797953874,0.0,0.0,0.9959200620651245,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.93074236857,0.0,0.0,0.9984229207038879,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.93768678326,0.0,0.0,0.9980347156524658,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.94463119749,0.0,0.0,0.9921557307243347,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.951575612184,0.0,0.0,0.995474636554718,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.95852002688,0.0,0.0,1.0005927085876465,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.965464441106,0.0,0.0,0.9887542128562927,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.97240885487,0.0,0.0,1.0016237497329712,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.97935326863,0.0,0.0,1.0021352767944336,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.98629768239,0.0,0.0,1.0027439594268799,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59796.993242096156,0.0,0.0,0.9992883801460266,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.00018650992,0.0,0.0,0.9929922223091125,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.007130923215,0.0,0.0,0.9917747974395752,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.01407533651,0.0,0.0,0.9951454401016235,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.02101974934,0.0,0.0,1.0004847049713135,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.027964162175,0.0,0.0,1.002138376235962,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.03490857547,0.0,0.0,1.0031667947769165,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.0418529883,0.0,0.0,0.9963555335998535,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.04879740067,0.0,0.0,1.0050104856491089,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.055741813034,0.0,0.0,1.002063274383545,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.0626862254,0.0,0.0,0.9991488456726074,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.0696306373,0.0,0.0,1.0003914833068848,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.076575049665,0.0,0.0,1.007697582244873,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.08351946203,0.0,0.0,0.9996207356452942,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.09046387393,0.0,0.0,0.9991434812545776,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.097408285365,0.0,0.0,1.0023854970932007,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.1043526968,0.0,0.0,0.9961721897125244,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.1112971087,0.0,0.0,0.9997655749320984,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.11824152013,0.0,0.0,1.003184199333191,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.12518593157,0.0,0.0,0.9958717823028564,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.132130342536,0.0,0.0,1.0101842880249023,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.139074753504,0.0,0.0,0.9955613613128662,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.14601916447,0.0,0.0,1.013150691986084,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.15296357544,0.0,0.0,1.0008431673049927,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.15990798641,0.0,0.0,1.0048826932907104,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.16685239691,0.0,0.0,1.0002561807632446,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.17379680788,0.0,0.0,0.9952142238616943,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.18074121792,0.0,0.0,0.9954855442047119,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.18768562842,0.0,0.0,1.00503671169281,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.19463003846,0.0,0.0,1.0044008493423462,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.201574448496,0.0,0.0,1.0048693418502808,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.208518859,0.0,0.0,1.0106526613235474,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.215463269036,0.0,0.0,1.001115083694458,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.22240767861,0.0,0.0,1.0020971298217773,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.22935208818,0.0,0.0,1.0051218271255493,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.23629649822,0.0,0.0,1.007839322090149,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.24324090779,0.0,0.0,1.0044528245925903,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.25018531736,0.0,0.0,1.0061534643173218,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.25712972693,0.0,0.0,0.9983842372894287,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.26407413604,0.0,0.0,1.000670075416565,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.27101854514,0.0,0.0,1.0028406381607056,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.27796295425,0.0,0.0,0.9986850023269653,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.284907363355,0.0,0.0,1.003030776977539,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.29185177246,0.0,0.0,0.9980072379112244,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.2987961811,0.0,0.0,1.0066765546798706,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.30574058974,0.0,0.0,0.9958240985870361,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.31268499838,0.0,0.0,1.0005707740783691,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.31962940702,0.0,0.0,0.9951909184455872,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.32657381566,0.0,0.0,0.9936510324478149,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.3335182243,0.0,0.0,0.9990009665489197,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.34046263294,0.0,0.0,0.9965336322784424,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.34740704112,0.0,0.0,0.9990755319595337,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.35435144929,0.0,0.0,0.982937753200531,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.361295857,0.0,0.0,0.9965372085571289,0.0075858174823224545
2030965725082217088,TESS,QLP,0.0,59797.368240265176,0.0,0.0,1.0023545026779175,0.0075858174823224545
