name,inst,filter,mjd,bjd,mag,magerr,flux,fluxerr
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.07577136997,0.0,0.0,437.6937255859375,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.09660444269,0.0,0.0,434.1558532714844,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.42993365787,0.0,0.0,430.1407165527344,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.450766742695,0.0,0.0,427.45025634765625,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.492432915606,0.0,0.0,432.5145568847656,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.513266003225,0.0,0.0,427.96624755859375,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.55493217986,0.0,0.0,447.2311706542969,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.57576526888,0.0,0.0,447.4582214355469,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.59659835789,0.0,0.0,447.42413330078125,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.617431446444,0.0,0.0,447.0357971191406,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.638264534995,0.0,0.0,447.5651550292969,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.65909762308,0.0,0.0,444.33233642578125,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.70076379599,0.0,0.0,449.1015930175781,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.721596880816,0.0,0.0,448.7246398925781,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.74242996471,0.0,0.0,446.7833557128906,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.76326304674,0.0,0.0,449.4075012207031,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.784096127376,0.0,0.0,450.7319641113281,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.80492920615,0.0,0.0,452.26300048828125,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.82576228306,0.0,0.0,453.2131042480469,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.8465953581,0.0,0.0,451.18109130859375,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.86742843175,0.0,0.0,446.626708984375,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.888261503074,0.0,0.0,448.9525146484375,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.90909457253,0.0,0.0,445.8879699707031,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.92992764013,0.0,0.0,446.8284606933594,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.95076070633,0.0,0.0,446.7669372558594,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.971593770664,0.0,0.0,450.6610412597656,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58570.9924268336,0.0,0.0,451.1792297363281,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.013259895146,0.0,0.0,452.6070556640625,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.03409295529,0.0,0.0,454.5355224609375,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.054926014505,0.0,0.0,451.0776672363281,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.07575907279,0.0,0.0,451.79510498046875,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.096592130605,0.0,0.0,449.135009765625,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.11742518796,0.0,0.0,453.22845458984375,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.13825824531,0.0,0.0,453.8837585449219,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.159091302194,0.0,0.0,453.2189636230469,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.179924359545,0.0,0.0,450.6665344238281,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.2007574169,0.0,0.0,450.8014221191406,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.22159047518,0.0,0.0,451.2597961425781,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.24242353439,0.0,0.0,453.0284729003906,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.26325659407,0.0,0.0,452.3512878417969,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.284089654684,0.0,0.0,451.7314758300781,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.30492271669,0.0,0.0,448.45318603515625,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.32575577963,0.0,0.0,449.218017578125,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.34658884397,0.0,0.0,448.5926208496094,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.3674219097,0.0,0.0,447.8116455078125,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.388254976366,0.0,0.0,448.1674499511719,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.40908804489,0.0,0.0,448.2851257324219,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.429921113886,0.0,0.0,448.0491638183594,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.45075418474,0.0,0.0,445.7148132324219,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.47158725606,0.0,0.0,448.312744140625,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.492420328315,0.0,0.0,446.1383972167969,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.5132534015,0.0,0.0,445.1662292480469,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.53408647515,0.0,0.0,445.8083190917969,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.554919549264,0.0,0.0,442.76873779296875,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.575752623845,0.0,0.0,446.80963134765625,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.59658569796,0.0,0.0,445.0942687988281,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.617418772075,0.0,0.0,446.62188720703125,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.63825184619,0.0,0.0,447.63043212890625,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.659084919374,0.0,0.0,442.9414367675781,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.67991799163,0.0,0.0,447.36322021484375,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.70075106295,0.0,0.0,448.4796447753906,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.72158413334,0.0,0.0,447.0973205566406,0.0
5323384162646755712,TESS,GSFC-ELEANOR-LITE,0.0,58571.742417201865,0.0,0.0,448.6477966308594,0.0
