name,inst,filter,mjd,mjderr,mag,magerr,flux,fluxerr
4260141158544875008,BLACKGEM,i,60217.0,0.0,14.785804748535156,0.005481111351400614,0.0,0.0
4260141158544875008,BLACKGEM,i,60217.0,0.0,14.784948348999023,0.005452881101518869,0.0,0.0
4260141158544875008,BLACKGEM,i,60217.0,0.0,14.791396141052246,0.005474706180393696,0.0,0.0
4260141158544875008,BLACKGEM,q,60120.125,0.0,16.376745223999023,0.008147590793669224,0.0,0.0
4260141158544875008,BLACKGEM,q,60120.125,0.0,16.383502960205078,0.008153821341693401,0.0,0.0
4260141158544875008,BLACKGEM,q,60120.12890625,0.0,16.40215492248535,0.00787243153899908,0.0,0.0
4260141158544875008,BLACKGEM,q,60120.12890625,0.0,16.354564666748047,0.008582638576626778,0.0,0.0
4260141158544875008,BLACKGEM,q,60120.12890625,0.0,16.363508224487305,0.008162721991539001,0.0,0.0
4260141158544875008,BLACKGEM,q,60120.12890625,0.0,16.391170501708984,0.007863662205636501,0.0,0.0
4260141158544875008,BLACKGEM,q,60120.1328125,0.0,16.36814308166504,0.007996895350515842,0.0,0.0
