name,inst,filter,mjd,mjderr,mag,magerr,flux,fluxerr
2931553674771048704,BLACKGEM,q,60276.20703125,0.0,11.3764009475708,0.0007120576337911189,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.20703125,0.0,11.379298210144043,0.0007119682268239558,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.21875,0.0,11.377433776855469,0.0007298836717382073,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.22265625,0.0,11.368877410888672,0.0007373464177362621,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.2265625,0.0,11.338229179382324,0.000964799546636641,0.0,0.0
2931553674771048704,BLACKGEM,i,60276.2265625,0.0,11.246832847595215,0.0008453791378997266,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.2265625,0.0,11.362773895263672,0.0008682406041771173,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.23046875,0.0,11.341021537780762,0.0009061315795406699,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.23046875,0.0,11.353281021118164,0.0008375536417588592,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.234375,0.0,11.377392768859863,0.0007049794658087194,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.23828125,0.0,11.373985290527344,0.0007618324598297477,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.23828125,0.0,11.37685775756836,0.000725790741853416,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.2421875,0.0,11.373530387878418,0.0007279256242327392,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.2421875,0.0,11.373799324035645,0.0007012447458691895,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.25,0.0,11.363733291625977,0.0007659661350771785,0.0,0.0
2931553674771048704,BLACKGEM,i,60276.25390625,0.0,11.238293647766113,0.000841308559756726,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.25390625,0.0,11.337002754211426,0.0010441388003528118,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.25390625,0.0,11.34812068939209,0.0009329408640041947,0.0,0.0
2931553674771048704,BLACKGEM,i,60276.2578125,0.0,11.237618446350098,0.0008403488900512457,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.2578125,0.0,11.352044105529785,0.0007884330116212368,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.26171875,0.0,11.361251831054688,0.0008516307570971549,0.0,0.0
2931553674771048704,BLACKGEM,i,60276.26171875,0.0,11.240246772766113,0.0008423468680121005,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.26171875,0.0,11.345494270324707,0.0009492906974628568,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.265625,0.0,11.375629425048828,0.000692610687110573,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.265625,0.0,11.364923477172852,0.0008787365513853729,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.26953125,0.0,11.32611083984375,0.0010885983938351274,0.0,0.0
2931553674771048704,BLACKGEM,i,60276.26953125,0.0,11.238694190979004,0.0008374103344976902,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.26953125,0.0,11.3676176071167,0.0008074205252341926,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.2734375,0.0,11.32332992553711,0.001068701152689755,0.0,0.0
2931553674771048704,BLACKGEM,i,60276.2734375,0.0,11.236023902893066,0.000841646222397685,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.2734375,0.0,11.314805030822754,0.001176720834337175,0.0,0.0
2931553674771048704,BLACKGEM,i,60276.27734375,0.0,11.243721961975098,0.0008346406975761056,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.27734375,0.0,11.285740852355957,0.001314614899456501,0.0,0.0
2931553674771048704,BLACKGEM,q,60276.28125,0.0,11.269492149353027,0.0012183744693174958,0.0,0.0
2931553674771048704,BLACKGEM,i,60276.28125,0.0,11.205123901367188,0.0011629692744463682,0.0,0.0
