index,DR3_source_id,ra,dec,ZTF,NUMBER_IN,FILENAME,X_POS,Y_POS,MJD-OBS,OBJECT,FILTER,EXPTIME,S-SEEING,AIRMASS,PC-ZP,PC-ZPSTD,QC-FLAG,TQC-FLAG,FLAGS_MASK,BACKGROUND,MAG_OPT,MAGERR_OPT,SNR_OPT,LIMMAG_OPT,FNU_OPT,FNUERR_OPT,MAG_APER_R0.66xFWHM,MAGERR_APER_R0.66xFWHM,SNR_APER_R0.66xFWHM,FNU_APER_R0.66xFWHM,FNUERR_APER_R0.66xFWHM,MAG_APER_R1.5xFWHM,MAGERR_APER_R1.5xFWHM,SNR_APER_R1.5xFWHM,FNU_APER_R1.5xFWHM,FNUERR_APER_R1.5xFWHM,MAG_APER_R5xFWHM,MAGERR_APER_R5xFWHM,SNR_APER_R5xFWHM,FNU_APER_R5xFWHM,FNUERR_APER_R5xFWHM,MAG_ZOGY,MAGERR_ZOGY,SNR_ZOGY,LIMMAG_ZOGY,FNU_ZOGY,FNUERR_ZOGY,X_POS_REF,Y_POS_REF,FLAGS_MASK_REF,BACKGROUND_REF,MAG_OPT_REF,MAGERR_OPT_REF,SNR_OPT_REF,LIMMAG_OPT_REF,FNU_OPT_REF,FNUERR_OPT_REF,MAG_APER_R0.66xFWHM_REF,MAGERR_APER_R0.66xFWHM_REF,SNR_APER_R0.66xFWHM_REF,FNU_APER_R0.66xFWHM_REF,FNUERR_APER_R0.66xFWHM_REF,MAG_APER_R1.5xFWHM_REF,MAGERR_APER_R1.5xFWHM_REF,SNR_APER_R1.5xFWHM_REF,FNU_APER_R1.5xFWHM_REF,FNUERR_APER_R1.5xFWHM_REF,MAG_APER_R5xFWHM_REF,MAGERR_APER_R5xFWHM_REF,SNR_APER_R5xFWHM_REF,FNU_APER_R5xFWHM_REF,FNUERR_APER_R5xFWHM_REF,MAG_ZOGY_PLUSREF,MAGERR_ZOGY_PLUSREF,SNR_ZOGY_PLUSREF
0,5962956195185292288,257.2449696,-46.597042,No,1,ML1_20190608_214759_red,6398.995892200038,1876.3735650091203,58642.90832677737,02393,q,60.0,3.1850219,1.0461037,23.751177,0.034064706,yellow,yellow,0,5.934725,15.096184,0.0032911377,329.8969,19.874651,3322.971,10.072756,15.597333,0.003911765,277.55658,2094.4329,7.5459676,15.163536,0.0038576482,281.45026,3123.0967,11.096442,15.062113,0.011821497,91.84422,3428.9016,37.333885,17.772312,0.029242001,8.360464,19.751385,282.53674,7.609529,2614.247357320422,6643.5718579104905,0,5.8823657,15.23589,0.0034132553,318.09406,19.94428,2921.7544,9.18519,15.733886,0.004004813,271.10782,1846.9098,6.8124547,15.30681,0.003763079,288.52335,2737.0056,9.486253,15.21679,0.010306792,105.34181,2973.6084,28.228188,15.035669,0.0040415977,268.64035
0,5962956195185292288,257.2449696,-46.597042,No,1,ML1_20190815_183739_red,6264.540898171728,1827.6780157792812,58710.77615560521,02393,q,60.0,2.6864269,1.037229,23.662004,0.030770697,yellow,orange,0,5.0803566,15.898185,0.007204838,150.69543,20.01099,1587.545,10.534792,16.438251,0.0081567895,133.10828,965.3826,7.252612,15.989083,0.0106727425,101.72981,1460.0465,14.352199,15.945201,0.047497023,22.859035,1520.2646,66.50607,16.00765,0.0058609005,-63.77582,19.731411,1435.2906,7.747827,2614.247357320422,6643.5718579104905,0,5.8823657,15.23589,0.0034132553,318.09406,19.94428,2921.7544,9.18519,15.733886,0.004004813,271.10782,1846.9098,6.8124547,15.30681,0.003763079,288.52335,2737.0056,9.486253,15.21679,0.010306792,105.34181,2973.6084,28.228188,14.702019,0.0029944058,362.5882
0,5962956195185292288,257.2449696,-46.597042,No,1,ML1_20200510_014058_red,6531.230882544372,1726.3788425248683,58979.07011941422,02393,q,60.0,2.3755736,1.0616131,23.633694,0.03087021,yellow,orange,0,4.092552,14.925526,0.003753976,289.223,19.6426,3888.5671,13.444875,15.55585,0.0044209287,245.59006,2176.0056,8.860316,15.020569,0.004693156,231.34456,3562.645,15.399735,14.935721,0.0177341,61.223083,3852.2224,62.921078,16.60792,0.012138528,9.86435,19.540901,825.7185,9.23153,2614.247357320422,6643.5718579104905,0,5.8823657,15.23589,0.0034132553,318.09406,19.94428,2921.7544,9.18519,15.733886,0.004004813,271.10782,1846.9098,6.8124547,15.30681,0.003763079,288.52335,2737.0056,9.486253,15.21679,0.010306792,105.34181,2973.6084,28.228188,14.865653,0.0037729796,287.76624
0,5962956195185292288,257.2449696,-46.597042,No,1,ML1_20210716_211114_red,6658.202888874095,1623.066132422975,59411.88280537901,02393,q,60.0,2.8857682,1.0587794,23.676092,0.034173943,yellow,yellow,0,9.292763,14.968316,0.0031444605,345.28537,19.767084,3738.2935,10.826678,15.535389,0.0037866277,286.72903,2217.4019,7.73344,15.044228,0.00353315,307.29974,3485.8496,11.343483,14.9684725,0.010498978,103.413506,3737.7546,36.143776,16.614138,0.010907569,11.633125,19.66321,821.00385,8.248004,2614.247357320422,6643.5718579104905,0,5.8823657,15.23589,0.0034132553,318.09406,19.94428,2921.7544,9.18519,15.733886,0.004004813,271.10782,1846.9098,6.8124547,15.30681,0.003763079,288.52335,2737.0056,9.486253,15.21679,0.010306792,105.34181,2973.6084,28.228188,14.86702,0.0035811388,303.18182
1,4519475166529738112,286.9374059,20.3501369,Yes,2,ML1_20210707_212410_red,1933.6100008049957,6338.814467656103,59402.89178844407,11526,q,60.0,3.0329728,1.8133585,23.71451,0.02783335,yellow,yellow,0,1.5620122,14.329657,0.0022819724,475.78848,19.396841,6731.8984,14.148931,14.906372,0.0028119558,386.11423,3957.7715,10.25026,14.414406,0.0023773797,456.69443,6226.406,13.6336355,14.242401,0.004481042,242.29546,7295.2363,30.108845,19.428314,0.20225346,2.2941933,19.303654,61.471527,11.451059,7228.873542254985,2011.4812850736384,0,1.4719207,14.3302,0.0020938392,518.5385,19.481833,6728.5283,12.975947,14.853192,0.0025740108,421.80716,4156.4556,9.853924,14.392811,0.0021396514,507.436,6351.4927,12.516835,14.170731,0.0030066534,361.11118,7793.0557,21.580765,14.220324,0.0027672881,392.34662
1,4519475166529738112,286.9374059,20.3501369,Yes,2,ML1_20210707_212529_red,1932.7658104199645,6341.589929406133,59402.89270429852,11526,q,60.0,4.3280005,1.8084215,23.72498,0.02784626,yellow,yellow,0,1.2028862,14.330907,0.0022899383,474.1334,19.49838,6724.1484,14.181976,14.705713,0.0025865682,419.75934,4761.1816,11.342646,14.377394,0.0024813327,437.5617,6442.3286,14.723246,14.158843,0.005545918,195.77213,7878.85,40.245007,19.657715,0.2406856,1.793255,19.34419,49.763824,11.031627,7228.873542254985,2011.4812850736384,0,1.4719207,14.3302,0.0020938392,518.5385,19.481833,6728.5283,12.975947,14.853192,0.0025740108,421.80716,4156.4556,9.853924,14.392811,0.0021396514,507.436,6351.4927,12.516835,14.170731,0.0030066534,361.11118,7793.0557,21.580765,14.2221985,0.0027280787,397.98563
1,4519475166529738112,286.9374059,20.3501369,Yes,2,ML1_20210707_212650_red,1862.9614958428915,6322.418559925545,59402.89363981172,11526,q,60.0,3.227637,1.8040382,23.723465,0.030435229,yellow,yellow,0,1.3412036,14.338629,0.0022755084,477.14008,19.42954,6676.496,13.992738,14.878354,0.0027729862,391.5404,4061.2363,10.372458,14.407125,0.002394321,453.46307,6268.2983,13.8231735,14.208823,0.004698939,231.05984,7524.3774,32.564625,21.278305,1.0994062,-0.21836558,19.31547,11.186089,11.326928,7228.873542254985,2011.4812850736384,0,1.4719207,14.3302,0.0020938392,518.5385,19.481833,6728.5283,12.975947,14.853192,0.0025740108,421.80716,4156.4556,9.853924,14.392811,0.0021396514,507.436,6351.4927,12.516835,14.170731,0.0030066534,361.11118,7793.0557,21.580765,14.228395,0.0027747438,391.2924
3,4321276689423536384,292.2191263,14.8869337,Yes,4,ML1_20210619_224839_red,7304.71363735826,9804.724198205016,59384.95046139209,10656,q,60.0,7.100606,1.6078979,23.657726,0.023894291,red,red,0,5.9286356,15.947812,0.00813108,133.52914,19.961233,1516.6146,11.357929,16.143276,0.011366273,95.52262,1266.7465,13.26122,15.956719,0.02120363,51.205204,1504.222,29.37635,13.856207,0.015221904,71.327225,10411.594,145.96942,21.98569,1.3623558,0.90716904,19.793953,5.830751,7.3162875,10843.792215928901,7449.314424579589,0,2.672854,15.929271,0.005881107,184.61426,20.183628,1542.7361,8.356538,16.527916,0.006793555,159.81857,888.86053,5.561685,16.010218,0.007087178,153.19725,1431.9004,9.346776,15.793239,0.02300063,47.204628,1748.6561,37.044167,15.825174,0.0077871964,139.42581
3,4321276689423536384,292.2191263,14.8869337,Yes,4,ML1_20210619_224959_red,7303.634602574247,9813.160793197134,59384.95138549372,10656,q,60.0,2.969313,1.603356,23.635893,0.02050616,yellow,yellow,0,2.9640539,15.931105,0.0068630027,158.20134,20.039001,1540.1332,9.735272,16.517231,0.008144195,133.31412,897.6504,6.7333484,16.01054,0.009668087,112.30103,1431.4749,12.746765,15.813848,0.03594814,30.202847,1715.7781,56.808487,20.98427,0.49808773,0.83373713,19.885014,14.665346,6.7278123,10843.792215928901,7449.314424579589,0,2.672854,15.929271,0.005881107,184.61426,20.183628,1542.7361,8.356538,16.527916,0.006793555,159.81857,888.86053,5.561685,16.010218,0.007087178,153.19725,1431.9004,9.346776,15.793239,0.02300063,47.204628,1748.6561,37.044167,15.818997,0.0074791503,145.16838
3,4321276689423536384,292.2191263,14.8869337,Yes,4,ML1_20210619_225120_red,7234.7633156692,9779.90611361773,59384.95232551566,10656,q,60.0,2.9008286,1.5991601,23.632397,0.020723071,yellow,yellow,0,3.974113,15.9469185,0.0069223177,156.84576,20.019522,1517.8636,9.677428,16.557898,0.008314829,130.57828,864.65076,6.621704,16.037767,0.009780919,111.00553,1396.0231,12.576159,15.862025,0.037107885,29.258907,1641.3065,56.09596,21.901861,1.167293,-0.27556795,19.877903,6.298769,6.7719107,10843.792215928901,7449.314424579589,0,2.672854,15.929271,0.005881107,184.61426,20.183628,1542.7361,8.356538,16.527916,0.006793555,159.81857,888.86053,5.561685,16.010218,0.007087178,153.19725,1431.9004,9.346776,15.793239,0.02300063,47.204628,1748.6561,37.044167,15.824846,0.0075389687,144.01654
4,5593826360487373696,117.097648,-34.384848,No,5,ML1_20200303_204029_red,3766.423356928994,447.9265780574622,58911.86145532447,03736,q,60.0,2.514184,1.0303993,23.595016,0.027543632,yellow,orange,0,4.56848,12.708241,0.00103493,1049.0914,18.658863,29971.139,28.56866,13.273716,0.0012935563,839.34204,17803.818,21.211636,12.788004,0.0010643644,1020.0792,27848.252,27.300087,12.708546,0.0016984742,639.2421,29962.701,46.872227,18.801851,0.24315967,-0.21769287,18.480572,109.461044,24.514713,1476.7665622459963,4284.434608738464,0,3.4089513,12.673353,0.0010191861,1065.2974,18.645071,30949.87,29.0528,13.265941,0.0013036603,832.8367,17931.793,21.530983,12.750125,0.0010412053,1042.7687,28836.953,27.65422,12.671147,0.0013454513,806.968,31012.75,38.431202,12.569519,0.0013288367,817.0576
4,5593826360487373696,117.097648,-34.384848,No,5,ML1_20210325_185239_red,4112.900747735058,445.1499337506935,59298.78656931115,03736,q,60.0,2.8912773,1.0134563,23.686043,0.030113494,yellow,orange,0,3.249802,12.688531,0.0010181358,1066.3962,18.653366,30520.22,28.619963,13.302938,0.0012765408,850.5299,17331.041,20.376757,12.77082,0.0010521687,1031.9032,28292.512,27.417797,12.690954,0.0020614762,526.67896,30452.139,57.819164,17.893723,0.102587044,1.3617737,18.509623,252.64507,23.871464,1476.7665622459963,4284.434608738464,0,3.4089513,12.673353,0.0010191861,1065.2974,18.645071,30949.87,29.0528,13.265941,0.0013036603,832.8367,17931.793,21.530983,12.750125,0.0010412053,1042.7687,28836.953,27.65422,12.671147,0.0013454513,806.968,31012.75,38.431202,12.564525,0.0013084162,829.8095
4,5593826360487373696,117.097648,-34.384848,No,5,ML1_20210325_185415_red,4111.8961315034585,456.34031591229717,59298.78767565879,03736,q,60.0,3.1335974,1.0144267,23.684864,0.030106353,yellow,orange,0,2.5001037,12.685176,0.0010112883,1073.6168,18.665413,30614.688,28.515467,13.1832,0.0012086086,898.3356,19351.729,21.54176,12.742784,0.0010470449,1036.9529,29032.605,27.997997,12.686165,0.0021652922,501.4271,30586.762,60.999416,17.179283,0.052897558,1.919837,18.514313,487.8503,23.768288,1476.7665622459963,4284.434608738464,0,3.4089513,12.673353,0.0010191861,1065.2974,18.645071,30949.87,29.0528,13.265941,0.0013036603,832.8367,17931.793,21.530983,12.750125,0.0010412053,1042.7687,28836.953,27.65422,12.671147,0.0013454513,806.968,31012.75,38.431202,12.556371,0.0012963677,837.5217
4,5593826360487373696,117.097648,-34.384848,No,5,ML1_20210325_185935_red,4130.902271992461,10354.438249560711,59298.79138265306,03737,q,60.0,2.6003456,1.0131185,23.684175,0.025997806,yellow,orange,0,4.636804,12.702136,0.0010150912,1069.5948,18.682161,30140.164,28.17905,13.313796,0.0012780074,849.5539,17158.586,20.197172,12.782685,0.0010438383,1040.1382,27985.021,26.9051,12.703151,0.0018960331,572.6357,30111.988,52.5849,15.643534,0.0134099,-5.1321373,18.46927,2007.1807,24.790636,11350.655875658123,4275.688945780923,0,4.9432917,12.670882,0.0010728783,1011.9846,18.548517,31020.389,30.653025,13.252564,0.001326988,818.1959,18154.066,22.187922,12.759816,0.0010948314,991.69257,28580.709,28.82013,12.688289,0.0018687774,580.9874,30527.006,52.543316,12.502808,0.0012959816,837.7713
5,2027563492489195520,298.5404387,27.3945449,Yes,6,ML1_20190918_191658_red,0.0,0.0,58744.80345873674,12371,q,60.0,2.4622571,2.023665,20.224173,0.16290922,orange,red,0,0.0,99.0,99.0,0.0,99.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,99.0,99.0,0.0,99.0,0.0,0.0,464.10205350632896,6387.541911662663,0,0.14779265,15.57863,0.0043985425,246.84,20.092505,2130.8247,8.632413,16.124153,0.0050676893,214.2468,1289.2535,6.017609,15.652943,0.005436125,199.72612,1989.8618,9.962953,15.570528,0.01995587,54.406857,2146.7861,39.458008,15.478629,0.004398542,246.84
5,2027563492489195520,298.5404387,27.3945449,Yes,6,ML1_20190918_192403_red,6199.920445834882,10050.531611492454,58744.80837846016,12372,q,60.0,2.4309118,2.0238554,20.723774,0.049513694,orange,red,0,0.17449017,15.386839,0.027475968,39.51585,18.150036,2542.5205,64.34179,16.045187,0.03263705,33.266983,1386.5178,41.678493,15.440908,0.03943191,27.534454,2419.0037,87.8537,15.092677,0.13545933,8.015219,3333.7175,415.9235,17.864676,0.1404783,2.520496,18.142101,259.49533,33.57488,10473.283669352457,6447.234381997758,0,3.7941349,15.563188,0.0049132733,220.98022,20.031023,2161.349,9.780735,16.182495,0.005550805,195.59975,1221.8054,6.2464566,15.636292,0.0058495644,185.60976,2020.6107,10.886339,15.548175,0.022056958,49.224205,2191.4407,44.519577,15.340082,0.015684083,69.22534
5,2027563492489195520,298.5404387,27.3945449,Yes,6,ML1_20190925_173907_red,6218.54456355924,10093.78333368244,58751.73550047609,12372,q,60.0,3.7784138,2.0254197,23.798374,0.019594425,yellow,orange,0,3.2112882,15.557099,0.0051180725,212.13771,19.973904,2173.503,10.245716,16.182556,0.006130502,177.10394,1221.735,6.8984065,15.62967,0.006600087,164.5033,2032.9729,12.35825,15.542833,0.025563197,42.472626,2202.2502,51.851048,22.759912,2.7980871,-0.13695282,19.786928,2.8578203,7.3649855,10473.283669352457,6447.234381997758,0,3.7941349,15.563188,0.0049132733,220.98022,20.031023,2161.349,9.780735,16.182495,0.005550805,195.59975,1221.8054,6.2464566,15.636292,0.0058495644,185.60976,2020.6107,10.886339,15.548175,0.022056958,49.224205,2191.4407,44.519577,15.461752,0.0061423522,176.76228
11,4299904519833646080,298.9081553,8.9622749,No,7,ML1_20210619_230908_red,9721.778565989778,5074.752609599658,59384.96468016568,09761,q,60.0,2.71854,1.4446766,23.615126,0.025558624,yellow,yellow,12,49.248188,99.0,99.0,0.0,18.267874,0.0,,99.0,99.0,0.0,0.0,,12.769895,0.0010958117,990.80536,28316.625,28.579403,11.8525915,0.0015053028,721.27423,65911.81,91.38245,10.980698,4.9135496E-4,-141.3261,17.398676,147136.61,66.58736,6278.36673086508,9866.58470935837,25,32.897232,99.0,99.0,0.0,17.530725,0.0,,99.0,99.0,0.0,0.0,,14.509098,0.002402295,451.9579,5706.3813,12.625914,12.740273,0.0024889186,436.22806,29099.826,66.707825,10.880696,,
11,4299904519833646080,298.9081553,8.9622749,No,7,ML1_20210619_231027_red,9720.876247576216,5069.865565556703,59384.96559324286,09761,q,60.0,3.7318678,1.4408401,23.620163,0.026185304,yellow,yellow,12,26.176546,99.0,99.0,0.0,18.028122,0.0,,99.0,99.0,0.0,0.0,,12.111887,8.157998E-4,1330.8855,51909.305,39.003586,11.718586,0.0014054255,772.53204,74570.26,96.52708,11.073615,5.197116E-4,-143.9383,17.430664,135068.42,64.65348,6278.36673086508,9866.58470935837,25,32.897232,99.0,99.0,0.0,17.530725,0.0,,99.0,99.0,0.0,0.0,,14.509098,0.002402295,451.9579,5706.3813,12.625914,12.740273,0.0024889186,436.22806,29099.826,66.707825,10.973614,,
11,4299904519833646080,298.9081553,8.9622749,No,7,ML1_20210619_231148_red,9647.530982499651,5102.652088023514,59384.9665367081,09761,q,60.0,3.6742892,1.4373484,23.622194,0.02418261,yellow,yellow,12,28.37729,99.0,99.0,0.0,18.029667,0.0,,19.591574,0.02455181,44.22224,52.889633,1.1959963,12.001363,7.739492E-4,1402.8519,57471.758,40.9678,11.621943,0.0013595067,798.62506,81512.13,102.06558,11.301773,6.3824706E-4,-72.7645,17.435694,109468.89,64.35099,6278.36673086508,9866.58470935837,25,32.897232,99.0,99.0,0.0,17.530725,0.0,,99.0,99.0,0.0,0.0,,14.509098,0.002402295,451.9579,5706.3813,12.625914,12.740273,0.0024889186,436.22806,29099.826,66.707825,11.201772,,
14,6228685649971375616,223.1953848,-25.789904,Yes,9,ML1_20220625_191740_red,8449.04670103767,6222.518712471129,59755.80394674859,04792,q,60.0,2.1094165,1.0055704,23.64469,0.013493117,green,green,0,4.2543707,15.362298,0.0036410084,298.19656,20.013433,2600.6433,8.721238,16.041725,0.0046532676,233.32768,1390.9434,5.9613304,15.459487,0.0038214307,284.1177,2377.9634,8.369641,15.219366,0.0073760035,147.19844,2966.561,20.153482,21.112171,0.59091777,-0.6176251,19.827433,13.035606,7.0946994,7445.729314807237,8811.734458290117,0,4.280457,15.342769,0.003880066,279.82416,19.975683,2647.844,9.462529,15.778084,0.00446291,243.27986,1773.2356,7.2888713,15.392439,0.0044672675,243.04256,2529.44,10.407395,14.994839,0.0102896355,105.517456,3648.0789,34.573227,15.237435,0.0048257844,224.98647
14,6228685649971375616,223.1953848,-25.789904,Yes,9,ML1_20220626_190027_red,8450.788653054453,6214.639240794846,59756.79198732639,04792,q,60.0,1.86329,1.0066112,23.620127,0.013336139,green,green,0,3.2149606,15.310655,0.0035614835,304.85504,19.97098,2727.3318,8.946324,16.037601,0.0046725995,232.36235,1396.2383,6.008884,15.423382,0.003718995,291.94342,2458.3694,8.420706,15.217345,0.0067646164,160.50224,2972.0889,18.51743,18.798018,0.07085823,5.089965,19.816103,109.84824,7.1690087,7445.729314807237,8811.734458290117,0,4.280457,15.342769,0.003880066,279.82416,19.975683,2647.844,9.462529,15.778084,0.00446291,243.27986,1773.2356,7.2888713,15.392439,0.0044672675,243.04256,2529.44,10.407395,14.994839,0.0102896355,105.517456,3648.0789,34.573227,15.198635,0.0046739774,232.29382
23,4263591911398361472,289.9265433,-0.0498689,No,10,ML1_20230921_195748_red,2043.2957361111735,86.11615766813382,60208.83180746296,08613,q,60.0,3.3571475,1.3931293,23.758913,0.04099307,red,red,12,0.0,99.0,99.0,0.0,18.18366,0.0,,99.0,99.0,0.0,0.0,,12.73904,9.823779E-4,1105.2124,29132.885,26.359535,11.874915,7.5426453E-4,1439.4634,64570.492,44.857334,11.937732,0.0011478941,-54.739944,17.428778,60940.71,64.429535,1851.9677492589362,2633.8925697883274,12,40.479965,99.0,99.0,0.0,17.502073,0.0,,99.0,99.0,0.0,0.0,,11.796835,9.641569E-4,1126.0991,69384.98,61.61534,11.087613,0.0010757517,1009.2814,133338.2,132.11203,11.837729,,
23,4263591911398361472,289.9265433,-0.0498689,No,10,ML1_20230921_200636_red,2010.5750127511942,10147.656520639312,60208.83791679893,08614,q,60.0,3.6826887,1.4027048,23.744707,0.08212671,red,red,12,0.0,99.0,99.0,0.0,18.340813,0.0,,99.0,99.0,0.0,0.0,,12.573578,9.178829E-4,1182.8701,33928.812,28.683464,11.82129,7.5633795E-4,1435.5172,67839.69,47.25801,35.28468,104721.945,-0.08468564,20.878874,2.7933656E-5,2.6942704,11823.896064377186,2573.874720147051,32,0.0,99.0,99.0,0.0,0.5625104,0.0,,99.0,99.0,0.0,0.0,,99.0,99.0,0.0,0.0,,99.0,99.0,0.0,0.0,,35.184677,,
25,5350869719969619840,162.5044004,-58.2991507,No,12,ML1_20200413_213739_red,2056.13345809581,5994.737412450652,58952.90115399731,01352,q,60.0,2.68232,1.1610167,23.566801,0.04040797,yellow,orange,12,44.265766,10.651823,7.507952E-4,1446.1151,18.154926,199191.47,137.74246,99.0,99.0,0.0,0.0,,12.239866,8.4393437E-4,1286.5173,46137.465,35.862297,11.725062,0.0010086169,1076.4604,74126.77,68.86159,12.77629,0.0012770084,-43.657238,18.15554,28150.324,33.10952,6603.432747832708,2286.049901476937,24,34.995247,10.704495,7.2073215E-4,1506.435,18.48232,189758.72,125.96541,99.0,99.0,0.0,0.0,,12.233882,7.83096E-4,1386.4662,46392.43,33.460915,11.728967,8.7811344E-4,1236.4418,73860.695,59.73649,10.45431,6.4894377E-4,1673.082
25,5350869719969619840,162.5044004,-58.2991507,No,12,ML1_20210218_221405_red,2261.234776025902,5901.926557924326,59263.92645067324,01352,q,60.0,2.801573,1.1402556,23.7043,0.03907388,yellow,yellow,12,29.524044,10.586993,7.2839705E-4,1490.5829,18.086725,211447.66,141.85568,99.0,99.0,0.0,0.0,,12.257975,7.913242E-4,1372.0497,45374.297,33.07045,11.759155,9.2893967E-4,1168.7908,71835.24,61.461163,12.150717,7.303825E-4,22.68704,18.136318,50085.64,33.69297,6603.432747832708,2286.049901476937,24,34.995247,10.704495,7.2073215E-4,1506.435,18.48232,189758.72,125.96541,99.0,99.0,0.0,0.0,,12.233882,7.83096E-4,1386.4662,46392.43,33.460915,11.728967,8.7811344E-4,1236.4418,73860.695,59.73649,10.350176,5.902706E-4,1839.3871
25,5350869719969619840,162.5044004,-58.2991507,No,12,ML1_20230125_232405_red,2207.898195388809,5816.76804545128,59969.97506891517,01352,g,60.0,3.210257,1.1670635,23.188372,0.043890104,yellow,yellow,0,5.8511863,11.156283,6.3914515E-4,1698.7318,17.657862,125166.04,73.68205,11.714309,8.164687E-4,1329.7952,74864.586,56.29783,11.210142,6.505982E-4,1668.8274,119108.586,71.37262,11.009477,6.7665597E-4,1604.5616,143287.62,89.30017,13.068261,0.0032291973,-22.483732,17.440245,21512.719,63.983147,6603.432747832708,2286.049901476937,0,8.246487,11.01051,6.166229E-4,1760.7783,17.547874,143151.5,81.30013,11.448179,7.4224104E-4,1462.7811,95659.5,65.39563,11.050591,6.2355323E-4,1741.2086,137963.2,79.23416,10.868487,6.981957E-4,1555.0598,163156.66,104.91986,10.758501,6.8216445E-4,1591.6047
25,5350869719969619840,162.5044004,-58.2991507,No,12,ML1_20230125_232535_red,2206.767140116089,5821.409603157598,59969.97610559587,01352,q,60.0,2.996548,1.1653167,23.70219,0.043279093,yellow,yellow,12,16.074928,10.800787,6.430548E-4,1688.4039,18.104908,173654.11,102.85104,15.284438,0.003145417,345.18036,2793.9883,8.094285,11.95182,6.835896E-4,1588.2865,60155.023,37.874165,11.51273,7.0494635E-4,1540.1685,90138.04,58.524788,12.368704,0.0010088419,38.98075,18.003593,40974.965,38.073025,6603.432747832708,2286.049901476937,24,34.995247,10.704495,7.2073215E-4,1506.435,18.48232,189758.72,125.96541,99.0,99.0,0.0,0.0,,12.233882,7.83096E-4,1386.4662,46392.43,33.460915,11.728967,8.7811344E-4,1236.4418,73860.695,59.73649,10.392221,6.1922375E-4,1753.3827
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_175200_red,4857.035243565872,1125.680299339773,58047.74444444444,16040,q,60.0,3.0706234,1.4016829,23.820925,0.021073971,yellow,yellow,12,38.705338,99.0,99.0,0.0,18.203917,0.0,,99.0,99.0,0.0,0.0,,12.86357,0.0010324534,1051.608,25975.955,24.701178,12.174996,0.0017881751,607.17554,48978.04,80.66537,10.914093,3.919289E-4,-99.05798,17.572754,156445.22,56.473576,1516.5570935204023,5479.402189502366,25,37.492935,99.0,99.0,0.0,17.64559,0.0,,99.0,99.0,0.0,0.0,,15.454814,0.0034082166,318.5643,2388.2197,7.496821,13.367395,0.00246773,439.97363,16332.062,37.12055,10.814093,,
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_175310_red,4857.986764364953,1129.5625266540678,58047.74525462963,16040,r,60.0,2.9120295,1.4074419,22.83408,0.031856883,yellow,yellow,12,23.131987,99.0,99.0,0.0,17.424791,0.0,,99.0,99.0,0.0,0.0,,11.628054,9.008711E-4,1205.207,81054.73,67.253784,11.211382,0.0011880095,913.91205,118972.734,130.17964,11.821106,0.0012258076,44.65344,17.242159,67851.164,76.60468,1516.5570935204023,5479.402189502366,24,15.6505165,9.556821,7.499306E-4,1447.7822,17.617697,546099.4,377.1972,15.52639,0.005356155,202.70815,2235.855,11.029922,11.467901,8.3147944E-4,1305.7883,93937.49,71.9393,11.177628,8.897174E-4,1220.3157,122729.43,100.57187,9.329665,6.8066886E-4,1595.1019
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_175420_red,4858.377559082127,1125.5175869758064,58047.74606481481,16040,z,60.0,2.3220277,1.4132704,21.363588,0.052643057,orange,orange,12,75.02655,8.594013,7.9941144E-4,1358.1694,16.114298,1325545.4,975.9794,99.0,99.0,0.0,0.0,,10.428913,0.0010354461,1048.5685,244587.66,233.25864,9.80809,0.0013850692,783.8858,433275.38,552.72766,10.937262,0.0016224043,-27.33597,16.054873,153142.28,228.83894,1516.5570935204023,5479.402189502366,24,26.860138,9.136497,6.5721065E-4,1652.0369,16.292765,804269.25,486.83493,10.693418,0.0010704896,1014.2426,191704.52,189.01248,9.638226,6.6637667E-4,1629.313,506651.84,310.96042,9.426028,7.989391E-4,1358.9723,616011.06,453.29184,8.847252,6.1003753E-4,1779.7859
26,4054010697162430592,266.6884737,-32.6311083,No,13,ML1_20171021_175530_red,4859.238851834345,1133.6561822972426,58047.746875,16040,u,60.0,3.278996,1.4191693,22.435535,0.08965729,yellow,yellow,0,0.42166084,11.560273,0.0013359577,812.7026,17.20632,86276.13,106.159546,12.054082,0.0016310599,665.6629,54747.81,82.245544,11.603083,0.001354959,801.30554,82940.51,103.50672,11.553416,0.0020426416,531.53534,86822.695,163.34323,14.534949,0.01756295,-6.1683583,17.059296,5572.117,90.13498,1516.5570935204023,5479.402189502366,0,0.5670478,11.477476,0.0012795648,848.51996,17.244076,93112.85,109.73561,12.026858,0.0016360894,663.6167,56137.957,84.59395,11.530431,0.001303534,832.91736,88680.35,106.46957,11.474524,0.0013253571,819.20276,93366.28,113.97213,11.314371,0.0015623759,694.92633
