index,DR3_source_id,ra,dec,ZTF,NUMBER_IN,FILENAME,X_POS,Y_POS,MJD-OBS,OBJECT,FILTER,EXPTIME,S-SEEING,AIRMASS,PC-ZP,PC-ZPSTD,QC-FLAG,TQC-FLAG,FLAGS_MASK,BACKGROUND,MAG_OPT,MAGERR_OPT,SNR_OPT,LIMMAG_OPT,FNU_OPT,FNUERR_OPT,MAG_APER_R0.66xFWHM,MAGERR_APER_R0.66xFWHM,SNR_APER_R0.66xFWHM,FNU_APER_R0.66xFWHM,FNUERR_APER_R0.66xFWHM,MAG_APER_R1.5xFWHM,MAGERR_APER_R1.5xFWHM,SNR_APER_R1.5xFWHM,FNU_APER_R1.5xFWHM,FNUERR_APER_R1.5xFWHM,MAG_APER_R5xFWHM,MAGERR_APER_R5xFWHM,SNR_APER_R5xFWHM,FNU_APER_R5xFWHM,FNUERR_APER_R5xFWHM,MAG_ZOGY,MAGERR_ZOGY,SNR_ZOGY,LIMMAG_ZOGY,FNU_ZOGY,FNUERR_ZOGY,X_POS_REF,Y_POS_REF,FLAGS_MASK_REF,BACKGROUND_REF,MAG_OPT_REF,MAGERR_OPT_REF,SNR_OPT_REF,LIMMAG_OPT_REF,FNU_OPT_REF,FNUERR_OPT_REF,MAG_APER_R0.66xFWHM_REF,MAGERR_APER_R0.66xFWHM_REF,SNR_APER_R0.66xFWHM_REF,FNU_APER_R0.66xFWHM_REF,FNUERR_APER_R0.66xFWHM_REF,MAG_APER_R1.5xFWHM_REF,MAGERR_APER_R1.5xFWHM_REF,SNR_APER_R1.5xFWHM_REF,FNU_APER_R1.5xFWHM_REF,FNUERR_APER_R1.5xFWHM_REF,MAG_APER_R5xFWHM_REF,MAGERR_APER_R5xFWHM_REF,SNR_APER_R5xFWHM_REF,FNU_APER_R5xFWHM_REF,FNUERR_APER_R5xFWHM_REF,MAG_ZOGY_PLUSREF,MAGERR_ZOGY_PLUSREF,SNR_ZOGY_PLUSREF
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20190603_184803_red,760.58414345657,10487.021151030565,58637.7833782953,01128,q,60.0,2.940536,1.1624309,23.732477,0.03129379,yellow,yellow,0,3.8006587,16.218048,0.006271047,173.13475,20.38386,1182.4452,6.829623,16.885553,0.007868972,137.97688,639.40924,4.6341767,16.319399,0.00817539,132.80542,1077.061,8.110067,16.296356,0.033584423,32.328564,1100.1642,34.030712,18.814762,0.058249228,6.9704533,20.045916,108.167015,5.803109,10902.85683587709,1011.9489831985884,0,6.923464,16.332352,0.009076279,119.6235,20.21009,1064.2881,8.896982,17.016117,0.010793681,100.58998,566.9613,5.6363597,16.443186,0.012714194,85.3956,961.0045,11.25356,16.57906,0.06589472,16.476831,847.9619,51.463894,16.127258,0.009836598,110.3772
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20190603_184941_red,760.3318718646424,10484.771609952812,58637.78450491175,01128,r,60.0,2.922153,1.161302,22.738003,0.03800196,yellow,yellow,0,3.326919,15.755352,0.008157307,133.09984,19.72372,1810.7533,13.604474,16.424383,0.010206319,106.378815,977.7932,9.191616,15.854403,0.010818813,100.35631,1652.8716,16.470032,15.86545,0.04738889,22.911196,1636.1389,71.4122,17.209803,0.023136308,-16.112474,19.443373,474.3279,10.10761,10962.85683587709,1071.9489831985884,0,0.6516023,15.48578,0.0064980816,167.08565,19.656982,2321.0693,13.891494,16.365372,0.008496203,127.79074,1032.4075,8.078892,15.614713,0.0066874465,162.35437,2061.1765,12.695541,15.406676,0.015952379,68.06108,2496.4885,36.68012,15.18389,0.0066725663,162.71643
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20190603_185118_red,759.3667686633053,10487.80308417822,58637.78562835108,01128,i,60.0,3.2042868,1.160205,22.229557,0.014408042,orange,orange,0,5.9329863,14.429678,0.0051392247,211.2646,18.859493,6139.4395,29.060429,15.036927,0.0064862445,167.39058,3509.371,20.965166,14.509643,0.0069158245,156.99301,5703.5166,36.329746,14.583395,0.030619582,35.458885,5328.9526,150.2854,18.520754,0.15903465,-1.972592,18.661215,141.80728,20.77141,10902.85683587709,1011.9489831985884,0,1.338653,14.416102,0.0047576386,228.20905,18.89207,6216.6885,27.2412,15.183798,0.006292593,172.54193,3065.355,17.765856,14.523363,0.005472832,198.38654,5631.8975,28.388508,14.375081,0.01597644,67.95857,6456.059,94.99992,14.291613,0.005849488,185.61217
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20190603_185256_red,758.4870229364651,10489.907788599225,58637.78676109608,01128,z,60.0,3.1146462,1.1591278,21.245653,0.041109927,yellow,yellow,0,4.921184,13.482185,0.0053365855,203.45148,17.916574,14693.517,72.22123,14.185057,0.00676284,160.5444,7690.901,47.905132,13.609811,0.0069912984,155.29822,13063.978,84.12188,13.546547,0.027052982,40.133694,13847.813,345.04208,18.598068,0.4260148,0.84012043,17.668642,132.06036,51.817074,10902.85683587709,1011.9489831985884,0,1.3901424,13.466432,0.005003316,217.00333,17.916277,14908.268,68.70064,14.293369,0.006816097,159.29001,6960.69,43.698223,13.582631,0.0057268757,189.58614,13395.149,70.654686,13.399804,0.01590569,68.26087,15851.789,232.22366,13.356855,0.006211883,174.78374
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20190613_200447_red,743.2984517813566,1035.8684976861157,58647.83666196522,01127,q,60.0,2.8837814,1.1581526,23.756737,0.033431172,yellow,orange,0,7.0133867,16.319216,0.008933926,121.52957,20.230656,1077.2422,8.864034,17.028202,0.011245271,96.55047,560.6852,5.8071723,16.410658,0.013180348,82.375374,990.23175,12.0209675,16.486176,0.0660385,16.440958,923.6975,56.182705,18.918894,0.06447837,-5.662471,20.039925,98.27486,5.836227,1347.4194397709844,970.923471443678,0,4.9603825,16.209173,0.00659465,164.63895,20.40117,1192.1503,7.2409983,16.847544,0.007877368,137.82982,662.1892,4.804397,16.285355,0.0083560515,129.93411,1111.3689,8.553327,16.219069,0.032681625,33.22161,1181.3334,35.559185,16.023167,0.007824984,138.7525
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20190613_200619_red,732.7386589182934,10468.004477017308,58647.83772452724,01128,q,60.0,3.14477,1.1518624,23.755608,0.03327197,yellow,orange,0,9.527874,16.30679,0.008964264,121.11828,20.183308,1089.643,8.996519,16.954277,0.011551326,93.99234,600.1908,6.385529,16.433878,0.015046412,72.15914,969.2786,13.432513,16.796913,0.10005216,10.851701,693.80054,63.93473,19.53353,0.12661691,3.4460835,19.922937,55.7941,6.5066237,10902.85683587709,1011.9489831985884,0,6.923464,16.332352,0.009076279,119.6235,20.21009,1064.2881,8.896982,17.016117,0.010793681,100.58998,566.9613,5.6363597,16.443186,0.012714194,85.3956,961.0045,11.25356,16.57906,0.06589472,16.476831,847.9619,51.463894,16.176874,0.010684373,101.61908
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200213_011906_red,871.991596650103,782.5268235126077,58892.05494054266,01127,q,60.0,2.8285456,1.1926118,23.610659,0.035907015,yellow,orange,0,6.2997894,16.149998,0.008254544,131.53194,20.177223,1258.9287,9.571278,16.708603,0.009985839,108.72759,752.5909,6.9218025,16.24761,0.013191307,82.306946,1150.6829,13.980386,16.211164,0.059598308,18.217566,1189.9644,65.31961,19.171919,0.08689065,4.577561,19.970463,77.84523,6.2298956,1347.4194397709844,970.923471443678,0,4.9603825,16.209173,0.00659465,164.63895,20.40117,1192.1503,7.2409983,16.847544,0.007877368,137.82982,662.1892,4.804397,16.285355,0.0083560515,129.93411,1111.3689,8.553327,16.219069,0.032681625,33.22161,1181.3334,35.559185,16.040493,0.008166265,132.95383
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200213_012748_red,856.9697063046424,10322.656099787899,58892.06098267412,01128,g,60.0,3.3998165,1.1968633,23.08925,0.036624297,yellow,yellow,0,3.1093788,18.153292,0.06607935,16.430796,19.972813,198.92207,12.106661,18.698452,0.08117341,13.375515,120.39804,9.001376,18.376059,0.14126194,7.6859784,162.02295,21.080328,99.0,99.0,-0.58191514,-61.474514,105.641716,20.0313,0.23576926,2.0279162,19.74397,35.276096,7.6602583,10902.85683587709,1011.9489831985884,0,0.12494378,18.229385,0.051044244,21.270493,20.333406,185.45825,8.719039,18.886723,0.055794563,19.459534,101.230316,5.2020936,18.418737,0.08186348,13.262766,155.77751,11.745478,18.024437,0.2814903,3.8571,223.98836,58.0717,17.940325,0.05708738,19.018847
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200213_012957_red,854.6180177505821,10326.878945844737,58892.06247578627,01128,q,60.0,3.155329,1.1944408,23.615467,0.04173563,yellow,orange,0,9.4220705,16.170067,0.008899534,121.999214,20.072939,1235.8708,10.130154,16.761633,0.011259773,96.42612,716.716,7.4328003,16.256466,0.0148676,73.027,1141.3352,15.62895,16.541103,0.09211792,11.786373,878.12976,74.503815,18.088783,0.03576467,12.173584,19.849081,211.09926,6.953711,10902.85683587709,1011.9489831985884,0,6.923464,16.332352,0.009076279,119.6235,20.21009,1064.2881,8.896982,17.016117,0.010793681,100.58998,566.9613,5.6363597,16.443186,0.012714194,85.3956,961.0045,11.25356,16.57906,0.06589472,16.476831,847.9619,51.463894,16.035892,0.009612912,112.945595
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200413_010647_red,952.2088902165078,10418.861763482224,58952.04638312387,01128,r,60.0,2.160718,1.2023897,22.627989,0.045094438,yellow,yellow,0,0.42988288,15.826065,0.009263551,117.205185,19.676085,1696.5785,14.475286,16.692083,0.012110957,89.64908,764.1291,8.523558,15.964957,0.011372428,95.47091,1492.8524,15.636725,15.716941,0.0370005,29.343822,1875.9594,63.9303,17.051125,0.02090592,-15.058424,19.39619,548.9721,10.570494,10962.85683587709,1071.9489831985884,0,0.6516023,15.48578,0.0064980816,167.08565,19.656982,2321.0693,13.891494,16.365372,0.008496203,127.79074,1032.4075,8.078892,15.614713,0.0066874465,162.35437,2061.1765,12.695541,15.406676,0.015952379,68.06108,2496.4885,36.68012,15.155278,0.006603569,164.41658
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200413_010852_red,952.6260497041449,10416.64506751269,58952.04783000973,01128,u,60.0,2.8368483,1.204911,22.18474,0.14092919,yellow,orange,0,-0.44983745,20.23054,0.61200935,1.7740515,19.56338,29.36189,16.550755,20.742327,0.6528867,1.662978,18.326056,11.020022,21.28515,2.5553486,0.4248877,11.115768,26.161665,18.758402,1.2604536,0.8613853,113.930275,132.264,20.092697,0.6427914,0.84341854,18.724361,33.336567,19.736341,10902.85683587709,1011.9489831985884,0,0.308559,99.0,99.0,-0.40728435,18.905516,-13.961641,34.27984,22.680317,7.623398,0.14242156,3.0752015,21.592247,99.0,99.0,-0.2647017,-13.694884,51.73705,99.0,99.0,-0.34771773,-91.01792,261.75806,20.5819,2.2166145,0.48981732
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200602_211455_red,871.7004381441802,10455.929498088122,59002.8853653214,01128,g,60.0,2.743837,1.170808,21.924623,0.15238498,orange,red,0,171.901,17.395412,0.17780489,6.1063347,18.381418,399.79257,65.47178,17.97889,0.20695321,5.2462883,233.58463,44.52379,17.428679,0.2966271,3.660273,387.72916,105.92903,16.910278,0.9280348,1.1699305,625.0125,534.2305,15.742646,0.016348742,33.16927,18.355867,1832.0679,27.586817,10902.85683587709,1011.9489831985884,0,0.12494378,18.229385,0.051044244,21.270493,20.333406,185.45825,8.719039,18.886723,0.055794563,19.459534,101.230316,5.2020936,18.418737,0.08186348,13.262766,155.77751,11.745478,18.024437,0.2814903,3.8571,223.98836,58.0717,15.5379505,0.015569759,69.73365
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200602_211701_red,870.3658982406305,10463.191281740128,59002.8868238357,01128,q,60.0,2.0961223,1.1725674,22.960676,0.059519697,orange,red,0,511.03754,16.158175,0.02305949,47.084137,19.218727,1249.4825,26.537228,16.994242,0.029141339,37.25759,578.4994,15.52702,16.315886,0.035681084,30.4289,1080.5521,35.51072,16.016659,0.13406818,8.098388,1423.4313,175.76723,15.841941,0.00871113,48.109425,19.137667,1671.9514,13.414479,10902.85683587709,1011.9489831985884,0,6.923464,16.332352,0.009076279,119.6235,20.21009,1064.2881,8.896982,17.016117,0.010793681,100.58998,566.9613,5.6363597,16.443186,0.012714194,85.3956,961.0045,11.25356,16.57906,0.06589472,16.476831,847.9619,51.463894,15.207113,0.006387159,169.98734
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200602_211906_red,870.5074940207242,10460.998945177627,59002.88827133134,01128,r,60.0,2.4160879,1.174363,21.922455,0.12867354,orange,red,0,333.0201,15.71888,0.03422353,31.724844,18.554846,1872.6139,59.026733,16.440077,0.04169337,26.040977,963.7602,37.009373,15.767725,0.05170221,20.999804,1790.2339,85.25004,15.781315,0.2601516,4.173475,1767.966,423.61966,15.725016,0.014018186,36.05924,18.50382,1862.0596,24.041475,10962.85683587709,1071.9489831985884,0,0.6516023,15.48578,0.0064980816,167.08565,19.656982,2321.0693,13.891494,16.365372,0.008496203,127.79074,1032.4075,8.078892,15.614713,0.0066874465,162.35437,2061.1765,12.695541,15.406676,0.015952379,68.06108,2496.4885,36.68012,14.746246,0.0072067706,150.65501
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200705_184806_red,882.9796735767977,906.1400053213608,59035.78340909748,01127,q,60.0,2.7341082,1.1673094,23.607477,0.038678985,yellow,orange,0,3.1315446,16.105913,0.009162107,118.50289,20.047688,1311.097,11.06384,16.766876,0.011112596,97.7032,713.262,7.3002934,16.178272,0.013521408,80.29757,1226.566,15.275259,16.071402,0.057984374,18.724632,1353.4402,72.281265,18.739412,0.06385776,6.877234,19.870762,115.94051,6.819061,1347.4194397709844,970.923471443678,0,4.9603825,16.209173,0.00659465,164.63895,20.40117,1192.1503,7.2409983,16.847544,0.007877368,137.82982,662.1892,4.804397,16.285355,0.0083560515,129.93411,1111.3689,8.553327,16.219069,0.032681625,33.22161,1181.3334,35.559185,16.008404,0.008255702,131.51349
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200705_185224_red,866.8770839699482,10421.5294560622,59035.78639519824,01128,z,60.0,1.9998181,1.1677965,21.145163,0.04167134,yellow,yellow,0,-1.4879718,13.45466,0.0053588147,202.60753,17.91737,15070.782,74.38412,14.496735,0.007627829,142.3388,5771.73,40.549236,13.605483,0.0058752014,184.79982,13116.151,70.974915,13.282908,0.0149647705,72.5528,17653.725,243.32242,17.74641,0.20744675,1.8897473,17.598806,289.35797,55.28634,10902.85683587709,1011.9489831985884,0,1.3901424,13.466432,0.005003316,217.00333,17.916277,14908.268,68.70064,14.293369,0.006816097,159.29001,6960.69,43.698223,13.582631,0.0057268757,189.58614,13395.149,70.654686,13.399804,0.01590569,68.26087,15851.789,232.22366,13.345559,0.006299943,172.34062
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200705_185431_red,865.9156802557845,10427.01511523477,59035.78786584673,01128,q,60.0,3.2786777,1.1627411,23.613459,0.03608644,yellow,orange,0,10.210543,16.099897,0.009422642,115.226295,20.00883,1318.3821,11.441677,16.603115,0.0114608845,94.73407,829.38104,8.754834,16.194534,0.016823446,64.53709,1208.3308,18.723045,16.64139,0.12262115,8.854396,800.6517,90.4242,17.918505,0.03250008,13.410404,19.784573,246.9436,7.3919306,10902.85683587709,1011.9489831985884,0,6.923464,16.332352,0.009076279,119.6235,20.21009,1064.2881,8.896982,17.016117,0.010793681,100.58998,566.9613,5.6363597,16.443186,0.012714194,85.3956,961.0045,11.25356,16.57906,0.06589472,16.476831,847.9619,51.463894,16.0058,0.009577848,113.35909
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200705_185638_red,864.7758084803081,10430.146845652505,59035.78933577761,01128,i,60.0,1.9121048,1.1642648,22.096788,0.029800488,yellow,yellow,0,1.0877584,14.415105,0.0054442845,199.42679,18.82205,6222.4004,31.201426,15.387946,0.0075100167,144.57175,2539.9285,17.568638,14.538029,0.0059337066,182.97772,5556.334,30.366177,14.293198,0.016215565,66.95642,6961.7876,103.9749,19.194275,0.31884998,0.57589537,18.580236,76.258865,22.39507,10902.85683587709,1011.9489831985884,0,1.338653,14.416102,0.0047576386,228.20905,18.89207,6216.6885,27.2412,15.183798,0.006292593,172.54193,3065.355,17.765856,14.523363,0.005472832,198.38654,5631.8975,28.388508,14.375081,0.01597644,67.95857,6456.059,94.99992,14.302863,0.006084353,178.44727
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200727_173450_red,854.4695441695276,10450.72993564797,59057.73253086591,01128,g,60.0,2.5000083,1.1678277,22.997355,0.031660795,yellow,yellow,0,1.1476271,17.89748,0.037701447,28.798264,20.35286,251.77217,8.742617,18.654264,0.045749273,23.732315,125.39891,5.2838883,18.052542,0.058000788,18.719336,218.26439,11.659837,17.614157,0.18826109,5.767183,326.84143,56.67263,19.376781,0.10274977,5.11925,19.994207,64.45951,6.100193,10902.85683587709,1011.9489831985884,0,0.12494378,18.229385,0.051044244,21.270493,20.333406,185.45825,8.719039,18.886723,0.055794563,19.459534,101.230316,5.2020936,18.418737,0.08186348,13.262766,155.77751,11.745478,18.024437,0.2814903,3.8571,223.98836,58.0717,17.805508,0.046229117,23.48598
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200727_173656_red,854.9147637697652,10450.201210646639,59057.73398167515,01128,q,60.0,2.3235886,1.1694897,23.549297,0.036377583,yellow,yellow,0,2.0776093,16.103271,0.0070484243,154.03957,20.195107,1314.2909,8.532165,16.93994,0.009104057,119.25849,608.16907,5.099587,16.217821,0.0085517615,126.96052,1182.6921,9.315433,15.985456,0.028077515,38.669243,1464.9321,37.883656,18.074347,0.03211016,10.728256,19.953615,213.92482,6.3267303,10902.85683587709,1011.9489831985884,0,6.923464,16.332352,0.009076279,119.6235,20.21009,1064.2881,8.896982,17.016117,0.010793681,100.58998,566.9613,5.6363597,16.443186,0.012714194,85.3956,961.0045,11.25356,16.57906,0.06589472,16.476831,847.9619,51.463894,16.033491,0.009273202,117.0832
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20200727_173902_red,855.0676710774142,10450.849953677713,59057.735440459,01128,r,60.0,2.6844563,1.1712103,22.567019,0.041208554,yellow,yellow,0,2.149242,15.624432,0.008814421,123.17726,19.531292,2042.8075,16.58429,16.34509,0.010962607,99.039955,1051.8738,10.620701,15.717946,0.011208496,96.86725,1874.2236,19.348373,15.629903,0.04317644,25.146498,2032.5393,80.827934,17.773388,0.042645283,-8.699667,19.344213,282.25693,11.08642,10962.85683587709,1071.9489831985884,0,0.6516023,15.48578,0.0064980816,167.08565,19.656982,2321.0693,13.891494,16.365372,0.008496203,127.79074,1032.4075,8.078892,15.614713,0.0066874465,162.35437,2061.1765,12.695541,15.406676,0.015952379,68.06108,2496.4885,36.68012,15.261177,0.007412392,146.47581
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20210618_202156_red,1061.4820565324844,10333.34836709816,59383.84857304505,01128,q,60.0,2.8598194,1.1787375,23.652945,0.036998656,red,red,0,3.5374265,16.059647,0.0065090014,166.80534,20.257362,1368.1736,8.202217,16.748621,0.008327343,130.38206,725.3567,5.5633163,16.149048,0.008922715,121.68227,1260.03,10.355083,16.133238,0.037803173,28.720768,1278.5117,44.515236,17.74955,0.023538647,12.066466,19.966011,288.52264,6.2551413,10902.85683587709,1011.9489831985884,0,6.923464,16.332352,0.009076279,119.6235,20.21009,1064.2881,8.896982,17.016117,0.010793681,100.58998,566.9613,5.6363597,16.443186,0.012714194,85.3956,961.0045,11.25356,16.57906,0.06589472,16.476831,847.9619,51.463894,15.971907,0.00872868,124.38721
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20210716_180622_red,1038.0169200097835,789.5396827720132,59411.75442910055,01127,q,60.0,2.8060036,1.1677787,23.664307,0.034766905,yellow,yellow,0,3.7609756,16.125418,0.0066484064,163.30774,20.30111,1287.7546,7.885448,16.822632,0.008276231,131.18729,677.5593,5.164825,16.216345,0.0085476395,127.02176,1184.2999,9.323599,16.132704,0.033006866,32.894253,1279.1404,38.88644,19.313,0.08853166,4.580173,20.089575,68.35972,5.5740976,1347.4194397709844,970.923471443678,0,4.9603825,16.209173,0.00659465,164.63895,20.40117,1192.1503,7.2409983,16.847544,0.007877368,137.82982,662.1892,4.804397,16.285355,0.0083560515,129.93411,1111.3689,8.553327,16.219069,0.032681625,33.22161,1181.3334,35.559185,16.048634,0.007870966,137.94191
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20220130_024127_red,970.277571747115,10187.976537812268,59609.11212951035,01128,r,60.0,2.0106351,1.1760736,22.737312,0.03909976,yellow,orange,0,0.37028587,15.464941,0.0065335887,166.17763,19.70889,2366.0483,14.238069,16.371204,0.00883024,122.95658,1026.8768,8.351541,15.597242,0.007085007,153.24419,2094.6096,13.668445,15.371698,0.01837392,59.091156,2578.2253,43.631325,20.395498,0.44789806,0.8354455,19.41167,25.223244,10.405329,10962.85683587709,1071.9489831985884,0,0.6516023,15.48578,0.0064980816,167.08565,19.656982,2321.0693,13.891494,16.365372,0.008496203,127.79074,1032.4075,8.078892,15.614713,0.0066874465,162.35437,2061.1765,12.695541,15.406676,0.015952379,68.06108,2496.4885,36.68012,15.374043,0.008031594,135.18317
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20220130_024256_red,969.6285973451813,10184.863081402174,59609.11315163117,01128,q,60.0,1.9532356,1.1747669,23.723726,0.03639253,yellow,yellow,0,0.15059543,15.921586,0.00511302,212.34734,20.298689,1553.694,7.316757,16.820133,0.006936959,156.51471,679.1206,4.3390207,16.057234,0.0055952836,194.04489,1371.2163,7.0664907,15.805497,0.014143493,76.76578,1729.023,22.523357,17.243155,0.0139422165,28.893774,20.026512,459.97903,5.9067082,10902.85683587709,1011.9489831985884,0,6.923464,16.332352,0.009076279,119.6235,20.21009,1064.2881,8.896982,17.016117,0.010793681,100.58998,566.9613,5.6363597,16.443186,0.012714194,85.3956,961.0045,11.25356,16.57906,0.06589472,16.476831,847.9619,51.463894,15.842346,0.0076068053,142.73221
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20220420_212549_red,899.5895979693778,10086.99475003644,59689.8929343532,01128,r,60.0,2.308023,1.1737994,22.120972,0.043981116,orange,orange,0,-0.5911943,15.508036,0.014072468,77.15322,18.939268,2273.9758,29.473505,16.242287,0.016832419,64.502686,1156.3387,17.926987,15.616858,0.019736754,55.01088,2057.1064,37.394535,15.500026,0.08312323,13.061765,2290.8132,175.38313,20.175932,0.58155984,-0.66513735,18.908623,30.876423,16.538536,10962.85683587709,1071.9489831985884,0,0.6516023,15.48578,0.0064980816,167.08565,19.656982,2321.0693,13.891494,16.365372,0.008496203,127.79074,1032.4075,8.078892,15.614713,0.0066874465,162.35437,2061.1765,12.695541,15.406676,0.015952379,68.06108,2496.4885,36.68012,15.37143,0.009970601,108.89376
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20220420_212716_red,897.904193849542,10094.263300380502,59689.89393921146,01128,q,60.0,2.413383,1.1725596,23.31611,0.038069967,orange,orange,0,2.2127442,15.956966,0.009540787,113.79944,19.785988,1503.8805,13.215184,16.668491,0.01144455,94.86927,780.9139,8.231473,16.057667,0.013447181,80.7408,1370.6716,16.976196,15.918925,0.055170096,19.679794,1557.5055,79.14237,17.266148,0.020070437,17.77839,19.654007,450.34045,8.324795,10902.85683587709,1011.9489831985884,0,6.923464,16.332352,0.009076279,119.6235,20.21009,1064.2881,8.896982,17.016117,0.010793681,100.58998,566.9613,5.6363597,16.443186,0.012714194,85.3956,961.0045,11.25356,16.57906,0.06589472,16.476831,847.9619,51.463894,15.849234,0.008734151,124.309296
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20230430_225533_red,911.0659319949045,599.37397068209,60064.95525106355,01127,q,60.0,2.9729877,1.1569321,23.67328,0.031492673,yellow,yellow,0,4.578145,15.867347,0.0059345313,182.95232,20.13198,1633.2817,8.927363,16.43814,0.0069751428,155.6579,965.4808,6.202581,15.949971,0.008051778,134.84428,1513.6008,11.224806,15.870219,0.03282419,33.077316,1628.9663,49.247234,17.241924,0.0141018955,19.11865,20.013226,460.50058,5.981132,1347.4194397709844,970.923471443678,0,4.9603825,16.209173,0.00659465,164.63895,20.40117,1192.1503,7.2409983,16.847544,0.007877368,137.82982,662.1892,4.804397,16.285355,0.0083560515,129.93411,1111.3689,8.553327,16.219069,0.032681625,33.22161,1181.3334,35.559185,15.754546,0.0061701,175.96735
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20230430_225702_red,912.3441539732185,600.2501449174924,60064.95627733327,01127,g,60.0,2.7600055,1.1578445,23.150703,0.03341422,yellow,yellow,0,0.16378182,17.732302,0.031637225,34.318314,20.3054,293.143,8.5418825,18.332644,0.03650475,29.742329,168.63301,5.6697984,17.819809,0.05011833,21.663452,270.4431,12.483842,17.5044,0.18299603,5.933113,361.6095,60.947685,19.486294,0.1286156,4.1645975,19.85783,58.27505,6.9032245,1347.4194397709844,970.923471443678,0,2.0949185,18.013031,0.051396262,21.12481,20.101654,226.35358,10.715059,18.59634,0.052368492,20.732622,132.27083,6.379841,18.160704,0.079523906,13.652953,197.56895,14.470786,18.301052,0.447963,2.4237185,173.61168,71.6303,17.664303,0.04862149,22.330376
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20230430_225830_red,912.1888070122095,598.3472569069299,60064.95729816886,01127,q,60.0,2.5106177,1.1587756,23.657341,0.03315774,yellow,yellow,0,1.8683394,15.849593,0.005740893,189.12321,20.114782,1660.2087,8.77845,16.513767,0.0068603824,158.26175,900.5189,5.6900606,15.948463,0.007110067,152.70407,1515.7035,9.925757,15.788413,0.025067698,43.31216,1756.4442,40.553143,17.16567,0.013098842,17.597233,20.017052,494.0055,5.95992,1347.4194397709844,970.923471443678,0,4.9603825,16.209173,0.00659465,164.63895,20.40117,1192.1503,7.2409983,16.847544,0.007877368,137.82982,662.1892,4.804397,16.285355,0.0083560515,129.93411,1111.3689,8.553327,16.219069,0.032681625,33.22161,1181.3334,35.559185,15.732755,0.006038808,179.79314
57,5866345647515558400,209.6090111,-61.6173917,No,31,ML1_20230430_225957_red,911.9760849857867,599.6353746610158,60064.95830939784,01127,i,60.0,2.215549,1.1597209,22.130468,0.017365817,yellow,yellow,0,0.3238498,14.108987,0.004368329,248.54726,18.644878,8249.078,33.189175,14.903394,0.0056585604,191.87497,3968.6472,20.683506,14.237289,0.004753768,228.39487,7329.6636,32.092068,14.037571,0.012243776,88.67658,8809.909,99.34876,15.777331,0.01515102,16.440105,18.470434,1774.4651,24.761961,1347.4194397709844,970.923471443678,0,-0.69212687,14.354952,0.0054331482,199.83556,18.844873,6576.8687,32.911407,15.293868,0.0072940513,148.85228,2769.8274,18.607893,14.465525,0.0059003886,184.01096,5940.0493,32.280956,14.253618,0.017048951,63.68346,7220.258,113.37728,13.995609,0.005354535,202.76945
