Gaia source ID_1,Light curves_1,Spectrum_1,X-ray cat_1,Period(me),Tier_1,Per(lamost),Type,psuperclass,pvarTypes,pPer(gaia-xmatch),pCat,My class,Gaia Var. Class,Simbad Class,period(ztf),sin_dnn,rscvn_dnn,emsms_dnn,ea_dnn,rrlyr_dnn,el_dnn,saw_dnn,bogus_dnn,wuma_dnn,e_dnn,yso_dnn,ceph_dnn,cv_dnn,srv_dnn,fla_dnn,blyr_dnn,wp_dnn,eb_dnn,blher_dnn,hp_dnn,ext_dnn,dip_dnn,rrab_dnn,vnv_dnn,pnp_dnn,wvir_dnn,dp_dnn,bright_dnn,ceph2_dnn,dscu_dnn,bis_dnn,osarg_dnn,rrblz_dnn,i_dnn,puls_dnn,mp_dnn,rrc_dnn,mir_dnn,agn_dnn,longt_dnn,blend_dnn,ew_dnn,lpv_dnn,rrd_dnn,rrd_xgb,wvir_xgb,dp_xgb,blher_xgb,lpv_xgb,agn_xgb,dscu_xgb,puls_xgb,rrc_xgb,mir_xgb,e_xgb,rscvn_xgb,rrlyr_xgb,bis_xgb,emsms_xgb,mp_xgb,ew_xgb,bogus_xgb,ea_xgb,vnv_xgb,pnp_xgb,longt_xgb,dip_xgb,cv_xgb,blend_xgb,ext_xgb,wuma_xgb,srv_xgb,fla_xgb,bright_xgb,el_xgb,ceph_xgb,eb_xgb,wp_xgb,hp_xgb,i_xgb,blyr_xgb,yso_xgb,saw_xgb,ceph2_xgb,rrab_xgb,sin_xgb,osarg_xgb,rrblz_xgb
4515124540765147776,"ZTF, ATLAS, NEOWISE, TESS",-,-,-,Bronze,,,,,,,Puls?,LPV,LP*_Candidate (*|C*?|LP?|NIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4519475166529738112,"ZTF, ASAS-SN, ATLAS, NEOWISE, TESS",-,-,-,Bronze,,,OMIT,OMIT,,COMP_VAR_VSX_2019,-,LPV,LP*_Candidate (*|LP?|NIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311969857556479616,"ASAS-SN, ATLAS, NEOWISE, TESS",-,-,13.7444267d,Silver,,,ECL,EB,13.7452954,ASASSN_VAR_JAYASINGHE_2019,EB,ECL,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5323384162646755712,"ASAS-SN, ATLAS, NEOWISE, TESS",-,-,2.792011d,Silver,,,,,,,"EB,Ell",RS,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5326288831829996416,"ATLAS, NEOWISE, TESS",-,-,-,Bronze,,,,,,,-,Unclassified,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5328449200388495616,"ATLAS, NEOWISE, TESS",-,-,-,Bronze,,,,,,,-,RS,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5338183383022960512,"ATLAS, NEOWISE, TESS",-,-,-,Bronze,,,,,,,-,Unclassified,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350869719969619840,"ASAS-SN, NEOWISE, TESS",-,-,-,Bronze,,,,,,,-,Unclassified,Em* (*|Em*|NIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524022735225482624,"ASAS-SN, ATLAS, NEOWISE, TESS",-,-,7.988562d,Silver,,,OMIT,OMIT,,COMP_VAR_VSX_2019,EB,ECL,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593826360487373696,"ASAS-SN, ATLAS, NEOWISE, TESS",-,-,-,Bronze,,,OMIT,OMIT,,COMP_VAR_VSX_2019,-,Unclassified,V* (*|MIR|NIR|Opt|V*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599309216965305728,"ASAS-SN, NEOWISE, TESS",GRVS,-,-,Bronze,,,OMIT,OMIT,,COMP_VAR_VSX_2019,-,Unclassified,Star (*|NIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617186348318629248,"ZTF, ASAS-SN, ATLAS, NEOWISE, TESS",-,-,-,Bronze,,,,,,,Puls,RS,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866345647515558400,"ASAS-SN, ATLAS, NEOWISE, TESS",-,4XMM-DR13,-,Silver,,,,,,,-,Unclassified,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866474526572151936,"ASAS-SN, NEOWISE, TESS",-,-,-,Bronze,,,OMIT,OMIT,,COMP_VAR_VSX_2019,Outb,RS,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5868425648663616768,"ATLAS, NEOWISE",-,-,-,Bronze,,,,,,,Puls?,Unclassified,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880159842877908352,"ASAS-SN, ATLAS, NEOWISE, TESS",-,-,63.541328d,Silver,,,,,,,Ell,Unclassified,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882737819707242240,"ASAS-SN, NEOWISE, TESS",-,-,-,Bronze,,,OMIT,OMIT,,COMP_VAR_VSX_2019,Outb,Unclassified,Star (*|NIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5962956195185292288,"ASAS-SN, ATLAS, NEOWISE, TESS",-,-,-,Bronze,,,OMIT,OMIT,,COMP_VAR_VSX_2019,Puls?,LPV,LPV* (*|C*?|LP*|NIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5965503866703572480,"ASAS-SN, ATLAS, NEOWISE, TESS",-,-,7.321043hr,Silver,,,,,,,Ell,Unclassified,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5966574133883852416,"ATLAS, NEOWISE",-,-,-,Bronze,,,,,,,-,Unclassified,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6052463412400724992,"ZTF, ATLAS, NEOWISE",-,-,-,Bronze,,,,,,,Puls,Unclassified,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053890788968694656,"ASAS-SN, ATLAS, NEOWISE, TESS",-,-,-,Bronze,,,,,,,-,Unclassified,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123873398383875456,"ASAS-SN, NEOWISE, TESS","GRVS, HERMES",GALEX,19.0433664hr,Diamond,,,RR,RRC,0.3967395,ASASSN_VAR_JAYASINGHE_2019,Ell,Unclassified,Star (*|NIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6228685649971375616,"ZTF, ASAS-SN, ATLAS, NEOWISE",-,-,1.273980d,Silver,,,ECL,ECL,1.273911,CATALINA_VAR_DRAKE_2017,Ell,Unclassified,EB* (*|EB*|MIR|NIR|Opt|V*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
