allwise_oid,source_id,ra,dec,l,b,mg0,bprp0,w1mpro,w2mpro,w3mpro,w4mpro,halpha_w,halpha_werror,halpha_d,hbeta_w,hbeta_werror,hbeta_d,best_class_score,best_class_name,dist50,av50,teff50,logg50,met50,mass50,ag50,bp_rp_excess_corr,parallax,parallax_over_error,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,log_g_err,bp_rp,pmra,pmra_error,pmdec,pmdec_error,grvs_mag,radial_velocity,radial_velocity_error,rv_nb_transits,main_type,other_types
669543072,2002117151282819840,341.3074719339286,53.20936405793276,104.59320985531551,-5.108690734655367,-2.5755446,0.0058103953,9.292,9.172,8.466,7.457,0.848664,0.094727,1.007645,-0.583738,0.345106,0.817241,0.4890755,ECL,2.4609778,0.44332018,8722.643,2.8340847,-0.20791475,4.112227,0.40637892,0.010171056,0.3967301856981455,23.519768,9.786373,2292964.722256098,3167.244,-2.461775849802627,0.21365452,-2.2113693448255223,0.01791964,-2.3321227931823127,0.016816739,NULL,NULL,NULL,NULL,Em*,*|Em*|NIR
679233042,2006088484204609408,333.72227434952464,55.60140990809453,102.03937080501564,-0.7873946108456764,-1.0653436,0.43416822,11.583,11.489,10.328,8.149,0.598615,0.5468,0.868588,-0.614152,0.537743,1.191138,0.7133173,ECL,4.9129195,2.2281172,6632.676,2.831732,-0.65781987,2.6136153,1.8403041,0.012514472,0.17512842300871198,9.407055,14.231659,38219.32485477223,52.41314,-2.4649028166170215,1.3939304,-3.3297472848095966,0.022518499,-2.638602788945011,0.021901377,NULL,NULL,NULL,NULL,,
685277860,2006912396372680960,339.26518319414134,57.16666693548131,105.47098632103749,-1.0778498310612756,-0.2760054,0.726723,10.874,10.843,10.458,9.099,0.965174,1.047326,1.013846,-0.555801,0.67362,0.809801,0.27831572,RS,2.4551196,1.3411367,6493.1514,3.1192896,0.40054756,2.5987556,1.1346642,0.010839701,0.3446653978645337,26.723063,12.809022,141689.57086220104,486.32657,-2.0664698854766357,1.3137026,-3.8590657423223305,0.013566603,-3.041584369123003,0.011899713,NULL,NULL,NULL,NULL,V*,*|MIR|NIR|Opt|V*
687757869,2007318661608788096,341.0511224274953,57.83251452762466,106.63266793112325,-0.9555500537724614,1.2892747,0.891016,12.018,12.064,11.197,9.314,0.160264,0.954641,0.899794,0.0,2.141146,,0.37056014,RS,3.240011,2.223208,5086.81,2.89288,-0.81811655,1.0696932,1.7673965,0.009998918,0.2730766586508575,9.47844,15.609404,10744.475285119108,40.999313,-2.0204686192284123,1.8163128,-3.8051706104586582,0.030642238,-3.319620191766238,0.031555496,NULL,NULL,NULL,NULL,V*,*|MIR|NIR|Opt|V*
688581451,2013187240507011456,343.6521972108014,58.056556055720286,107.96559583492567,-1.379521857487608,-1.3445457,0.18450929,11.354,11.231,10.434,8.825,0.871157,0.943654,1.183937,-0.710514,0.665974,0.721905,0.0,Unclassified,3.1534123,3.8991506,8661.145,3.2657657,0.30159056,3.121374,3.1976047,0.01275444,0.26695201070875896,16.296452,14.346963,34368.58176753023,75.834145,-2.2583568189517997,1.8709555,-3.0336301985030176,0.018022615,-2.4213623713123296,0.016195148,NULL,NULL,NULL,NULL,Em*,*|Em*
543293770,2027563492489195520,298.54043069026943,27.394583031147068,64.19203003820358,-0.2157656717632659,-2.7904522,0.50038874,11.085,10.83,9.817,8.415,0.094018,0.611945,1.412149,-1.026266,0.802109,0.787806,0.0,Unclassified,7.7149687,4.1536674,6696.55,2.258115,-0.8621198,3.3114214,3.2454798,0.03563249,0.13176549385465056,6.0611267,14.891698,20809.79210900059,36.80615,-2.354407349574492,2.2254257,-3.040618107867566,0.017461682,-5.493254718378009,0.021959318,NULL,NULL,NULL,NULL,V*,*|MIR|NIR|Opt|V*
566187169,2030965725082217088,300.0883552394068,31.629031589357545,68.50805255738986,0.8409204142121804,-1.8475618,0.21971661,10.244,10.084,9.374,8.143,0.298237,0.449591,0.972462,-0.7981,0.462757,0.783809,0.0,Unclassified,2.677207,3.5527744,8187.297,2.9817092,-0.11422969,3.5921526,2.9164352,0.03151107,0.24403352838611458,5.90129,13.207283,98182.41841642857,141.42226,-2.44357596370975,1.7545195,-2.943420234840916,0.03788567,-5.226844799757434,0.03900957,NULL,NULL,NULL,NULL,,
571148862,2054338249889402880,305.1282847047276,32.56791391443289,71.6269080766077,-2.2221571369807904,-2.5588055,0.15004069,10.077,9.887,9.008,8.123,0.364915,0.41163,0.881443,0.0,0.730134,,0.0,Unclassified,3.090889,5.1134405,8469.58,2.8500535,-0.09355751,4.155,4.0312195,0.013805985,0.2725473790146101,21.105944,13.922831,50794.23562063755,71.15863,-2.4556468401472293,2.3025818,-2.343427795934538,0.011411107,-4.608199903248153,0.014826647,12.352363,109.52652,6.705329,32,Em*,*|Em*
596715403,2060841448854265216,303.48742560161844,37.50233267073071,74.96350048937505,1.6537228372552648,-1.720625,0.4501697,10.603,10.533,10.185,8.839,0.649651,0.765816,1.231353,-0.931022,0.862791,0.873286,0.0,Unclassified,3.667609,4.465795,6853.3716,2.5945892,-1.0770519,2.4469435,3.4704008,3.8683414E-4,0.1843058716413851,10.192676,14.571691,27942.844251784903,79.46539,-2.1481525654884406,2.2998123,-3.039272893090574,0.020682227,-5.52410194459557,0.021197964,13.046744,-1.5129966,4.7980995,15,V*,*|MIR|NIR|Opt|V*
600740166,2061252975440642816,304.7922401904542,38.29854397308711,76.1993262322733,1.244228276369009,1.0536245,0.89812,12.272,12.333,10.986,8.54,1.428627,3.854454,0.807326,-14.284068,14.446461,0.804613,0.5765387,ECL,3.8689265,3.0066292,5145.44,2.7563798,-0.78300464,0.9611464,2.3400486,0.044213653,0.26017492217723165,6.78463,16.331625,5524.551367254863,19.543766,-2.0533487696631236,2.1329823,-0.9829962217074963,0.037091095,-3.8697830493876118,0.041749205,NULL,NULL,NULL,NULL,**,*|**|MIR|NIR|Opt|V*
617929783,2074693061975359232,302.9373926070931,41.782188483411645,78.31231847679025,4.358286540577358,0.33690342,0.51049507,11.184,11.038,9.433,7.534,0.966001,0.87499,1.002314,-0.5273,0.38777,0.837051,0.80858475,RS,2.241583,1.3566476,6360.1367,2.7525406,-1.882986,0.789,1.1434966,0.01638639,0.39298856310885627,36.714638,13.233174,95868.73785789654,172.85736,-2.3460491231414378,1.1022892,-3.009119296953325,0.011052934,-4.790039715639039,0.012946606,NULL,NULL,NULL,NULL,Em*,*|Em*
646946996,2083649030845658624,307.876481292216,47.9782094386131,85.42128222141763,4.979685419780954,1.427642,0.8347068,11.81,11.741,10.194,8.291,0.295265,1.457082,0.951487,0.0,1.991874,,0.0,Unclassified,2.5544355,2.7643614,5306.4004,2.8547215,-1.6925411,0.78813875,2.1754093,0.13562572,0.37955227635800276,13.802484,15.639525,10450.484458149413,14.638122,-2.4557110813163834,1.9792528,-1.4013216348692727,0.032777,-5.483532655156714,0.03175296,NULL,NULL,NULL,NULL,,
638576645,2163542397602876800,314.87589566535235,46.147251115798156,86.95708637309282,0.11043057006287715,-5.4583044,0.33153808,8.543,8.401,8.262,6.985,0.478589,0.475665,0.777148,0.0,1.145325,,0.0,Unclassified,6.492717,6.678359,7464.9736,1.746647,0.04806378,7.885214,4.949004,0.0036777258,0.07888069772587675,5.4588146,13.552832,71419.0768214289,65.22143,-2.6414839105273122,3.0259466,-2.191143629316634,0.015052199,-2.838415840512476,0.014911347,11.673057,-93.321556,9.031905,15,,
644927706,2164630463117114496,319.53854238831474,47.5317750610388,90.13729240741283,-1.2939353007183416,-0.9847841,0.7261422,10.579,10.579,10.181,8.059,0.239358,0.509922,0.799786,-0.756782,0.467635,0.736907,0.011004521,RS,3.0232508,2.4435594,6414.8774,2.8713944,0.4033675,3.1396074,1.9947844,0.011900425,0.27888923834424256,24.364649,13.412371,81282.7409598543,130.77393,-2.3955371702094226,1.769186,-2.450701559494058,0.01217185,-2.920578204627078,0.011945818,12.06624,107.81356,4.065003,27,Em*,*|Em*
637977519,2166378312964576256,312.60990459498606,46.01798322445887,85.8438887048976,1.2275236802366654,-0.9293452,1.0128992,9.99,9.842,9.453,8.687,0.887751,0.707961,1.008115,-1.102599,0.944765,0.743396,0.0,Unclassified,3.5238445,3.7193804,4961.213,1.8106573,-2.0662389,0.832294,2.8241425,0.033874273,0.24115420657073997,13.994624,14.629881,26484.65799973999,74.99517,-2.150021054329352,2.5154314,-2.8442530110623303,0.01900991,-3.632239805002223,0.019387463,12.939336,9.392772,4.3862333,20,Em*,*|Em*|MIR|NIR|Opt|V*
656762820,2169083008475385856,317.10129333994144,50.199197277025085,90.96679701235139,1.7052759850179389,-4.055127,0.49917015,8.439,8.284,8.213,6.428,0.337129,0.949567,0.840077,0.0,1.752957,,0.0,Unclassified,3.7973034,6.841786,6792.928,2.032243,-0.38413832,4.939,4.9832544,0.052098274,0.2271442389693026,6.0296693,13.825504,55557.81261083569,63.15623,-2.5463889206632655,3.2237434,-2.32159080499613,0.043467905,-2.7332160094058175,0.036979407,NULL,NULL,NULL,NULL,,
672796781,2173852964799716480,326.92697928295814,53.99977777080326,97.94927791885519,0.290009032523963,-3.6233218,0.101125255,10.491,10.442,10.465,9.175,0.282605,0.511958,0.894717,-0.453077,0.352765,0.70228,0.0,Unclassified,6.440701,3.9227734,8899.207,2.5577886,0.001444162,5.431481,3.229582,0.009191275,0.10429104486438812,7.817994,13.650927,65249.311395320925,81.79441,-2.503912304319459,1.8038692,-2.6762555664602212,0.014527819,-2.7403256234799644,0.0146936225,NULL,NULL,NULL,NULL,,
670366640,2175699216614191360,319.305295437044,53.40883958995339,94.23746568734144,2.920489198706874,-2.236343,0.31125954,10.633,10.497,10.055,9.197,1.723551,0.927788,0.904016,-2.129523,1.245592,0.73724,0.0,Unclassified,4.1686873,5.35948,7447.761,2.7334325,-0.06438311,3.9091423,4.112804,0.01416266,0.178755776419177,8.578215,14.976458,19247.030114051962,33.200752,-2.365275813098851,2.5195723,-2.253243499699037,0.023313377,-3.4209020205153253,0.023318158,NULL,NULL,NULL,NULL,Em*,*|Em*
692314620,2200433413577635840,336.76754215047015,59.09301638394482,105.31496163945226,1.2510846044709563,-3.3122177,0.042588316,9.321,9.205,8.768,8.275,0.402577,0.728551,0.958047,-0.418327,0.43237,0.740621,0.30763015,LPV,3.0966413,3.7025383,9235.744,2.7465978,-0.3651502,4.9307213,3.088647,0.018645763,0.29818035726509123,30.430944,12.230884,241319.924056927,595.8847,-2.2094909244826244,1.6664429,-3.518424322219564,0.010930351,-2.4358396992633264,0.009856422,NULL,NULL,NULL,NULL,LP*_Candidate,*|Em*|LP?|NIR
697743314,2206767944881247744,342.31411835164596,60.66464881555867,108.51074736913928,1.2604129058618931,-2.1078389,0.29772305,10.515,10.493,10.303,8.583,0.003555,0.339472,1.396638,0.117127,0.4205,0.648284,0.0,Unclassified,3.5028574,4.1008134,7729.8174,2.8634255,0.001444162,3.82779,3.2807505,0.013867617,0.26395120759801155,19.83776,13.895024,52111.93128885873,48.44675,-2.6337325128442823,2.0354881,-3.0314316395904575,0.014796059,-1.8012524559581657,0.013430123,NULL,NULL,NULL,NULL,,
278021303,2931553674771048704,110.44270011183,-17.840972741870583,232.20556584395797,-1.5988917894713426,-2.5452015,0.087657236,9.883,9.746,9.069,6.427,0.598454,0.204878,1.057106,-0.594033,0.25115,0.870967,0.0,Unclassified,3.4453146,1.2768747,8098.7666,2.7237606,-0.3321754,4.0338535,1.1235459,0.00813055,0.2851104692072043,13.983534,11.264488,587694.4852209822,509.95483,-2.663679893828478,0.6668625,-1.2603026715882284,0.018862648,1.5461681053699476,0.02181222,NULL,NULL,NULL,NULL,Star,*|NIR
274001029,2934216142176785920,107.05850976513027,-18.509258208303255,231.3097118692324,-4.758752485051761,-4.9149632,0.5896927,6.609,6.47,5.95,3.667,-0.226714,0.698601,0.862385,1.384169,1.08995,0.980949,0.5112403,LPV,3.1126146,2.519067,6308.9077,1.5825074,-0.4225366,6.294756,2.0465856,-0.009892464,0.3014267483460818,22.031082,9.597249,2729274.8350782767,13782.963,-1.8987646876460655,1.6608973,1.4006490506256049,0.01042925,0.9340205491421131,0.011699163,8.36495,102.977295,1.4839633,22,LPV*,*|LP*|NIR|V*|V*?
465892758,3355776901779440384,99.67497844146399,13.707075173197419,199.28580547296212,3.440789135283899,-5.049412,0.09841493,8.952,8.804,8.472,7.837,1.780287,0.557112,0.821924,0.0,0.665437,,0.64790076,BE|GCAS|SDOR|WR,6.792925,0.671562,8147.426,2.0141163,-0.6710683,6.2403708,0.60332984,0.0025196075,0.18802801925127668,7.619586,9.714202,2450564.5656900513,12114.818,-1.9080092197666632,0.40780735,0.22837774188318108,0.024826132,-0.6215477923875079,0.019295275,NULL,NULL,NULL,NULL,Star,*|NIR|UV
